ECG,EMG,foot GSR,HR,marker,RESP
0.439,0.78725,14.346,109.0,10.04,36.7
0.246,1.533125,14.347,109.0,10.04,36.55
0.44,1.028125,14.342,109.0,10.04,36.47
0.615,1.538375,14.332,109.0,10.04,36.48
0.362,1.056625,14.326,109.0,10.04,36.83
0.368,1.408875,14.329,109.0,10.04,37.4
0.509,1.1965,14.331,109.0,10.04,38.37
0.373,1.647125,14.33,109.0,10.04,39.57
0.741,0.999625,14.322,109.0,10.04,40.03
0.44,0.978875,14.319,109.0,10.05,40.29
0.577,1.408875,14.32,109.0,10.05,41.14
0.833,0.833875,14.343,109.0,10.05,41.7
0.598,0.991875,14.36,109.0,10.05,42.89
0.485,1.007375,14.385,109.0,10.05,43.53
0.521,0.668125,14.397,109.0,10.05,43.67
0.42,0.865,14.403,109.0,10.05,43.55
0.518,1.144625,14.42,109.0,10.05,42.99
0.205,0.991875,14.475,109.0,10.05,42.62
0.182,0.9375,14.5,112.0,10.05,42.2
0.387,1.222375,14.487,112.0,10.05,41.15
0.354,0.673375,14.44,112.0,10.05,39.94
0.149,0.978875,14.455,112.0,10.05,38.98
0.205,0.909,14.458,112.0,10.05,37.95
0.278,0.580125,14.434,112.0,10.05,37.55
0.148,0.652625,14.462,112.0,10.05,37.2
0.397,1.149875,14.476,112.0,10.05,37.0
0.18,0.673375,14.458,112.0,10.05,36.09
0.363,0.818375,14.459,112.0,10.05,35.26
0.543,0.58525,14.406,112.0,10.05,35.06
0.292,0.663,14.391,112.0,10.05,35.03
0.307,0.782125,14.381,112.0,10.05,35.13
0.405,1.048875,14.386,112.0,10.05,34.96
0.276,0.761375,14.407,112.0,10.05,35.16
0.617,0.91425,14.419,112.0,10.05,35.48
0.342,0.751,14.413,112.0,10.05,35.59
0.459,0.745875,14.414,112.0,10.05,35.64
0.678,0.652625,14.41,112.0,10.05,35.61
0.466,0.74325,14.415,112.0,10.05,35.55
0.415,0.78725,14.426,112.0,10.05,35.48
0.54,0.77175,14.439,112.0,10.05,35.48
0.442,0.694,14.444,112.0,10.05,35.57
0.749,1.1265,14.453,112.0,10.05,35.72
0.33,0.87275,14.461,112.0,10.05,36.01
0.437,2.001875,14.461,112.0,10.05,36.36
0.629,0.922,14.452,112.0,10.05,36.54
0.531,1.258625,14.467,112.0,10.05,36.58
0.358,0.6785,14.49,112.0,10.05,36.6
0.406,0.6785,14.511,112.0,10.04,36.63
0.411,0.808,14.487,112.0,10.04,36.66
0.292,0.7795,14.408,112.0,10.04,36.71
0.6,0.81575,14.399,286.0,10.04,37.14
0.307,0.88575,14.4,286.0,10.04,37.89
0.367,1.14725,14.404,286.0,10.06,38.75
0.426,1.181,14.407,286.0,10.05,39.38
0.16,0.761375,14.411,286.0,10.05,39.58
0.119,1.105875,14.408,286.0,10.05,39.6
0.22,0.75875,14.489,286.0,10.05,39.6
0.087,1.04625,14.549,286.0,10.05,39.32
0.403,0.934875,14.433,286.0,10.05,38.85
0.069,0.797625,14.324,286.0,10.05,38.78
0.16,1.395875,14.274,286.0,10.05,39.04
0.446,0.595625,14.285,286.0,10.05,38.83
0.328,0.580125,14.284,286.0,10.06,38.6
0.241,0.927125,14.272,286.0,10.06,38.35
0.387,1.08775,14.249,286.0,10.07,38.12
0.417,1.502125,14.232,286.0,10.07,37.99
0.561,1.4865,14.239,286.0,10.08,37.92
0.581,2.022625,14.24,286.0,10.08,38.03
0.493,1.634125,14.242,286.0,10.08,38.23
0.652,1.3985,14.234,286.0,10.1,38.46
0.686,1.111,14.236,286.0,10.1,38.82
0.414,1.3985,14.244,286.0,10.1,39.18
0.419,1.401125,14.254,286.0,10.1,39.62
0.46,1.0255,14.268,286.0,10.1,39.97
0.295,1.662625,14.278,286.0,10.1,40.03
0.588,0.725125,14.288,286.0,10.1,40.0
0.298,1.05925,14.298,286.0,10.1,39.96
0.376,0.673375,14.302,286.0,10.1,39.87
0.501,1.08,14.299,286.0,10.1,39.78
0.209,0.7355,14.295,286.0,10.08,39.66
0.054,1.235375,14.285,286.0,10.08,39.58
-0.044,0.5905,14.285,286.0,10.08,39.53
-0.31,0.9815,14.309,286.0,10.07,39.52
-0.137,1.14725,14.393,286.0,10.07,39.4
-0.514,1.313,14.492,286.0,10.06,39.09
-0.427,1.30525,14.523,286.0,10.07,38.58
-0.417,1.00225,14.491,56.0,10.06,37.97
-0.932,0.831375,14.38,56.0,10.06,37.14
-1.24,0.9945,14.352,56.0,10.06,36.84
-1.189,1.346625,14.354,56.0,10.06,36.74
-1.282,0.826125,14.381,56.0,10.06,36.5
-0.917,0.71225,14.395,56.0,10.06,35.12
-1.099,0.704375,14.398,56.0,10.06,34.49
-0.832,0.96075,14.423,56.0,10.05,34.19
-0.516,0.797625,14.45,56.0,10.05,34.28
-0.493,0.652625,14.483,56.0,10.05,34.49
-0.621,1.4425,14.51,56.0,10.05,34.76
-0.542,0.78475,14.541,56.0,10.05,35.78
-0.43,1.69625,14.56,56.0,10.05,36.99
-0.501,2.483625,14.563,56.0,10.05,37.6
-0.06,1.978625,14.579,56.0,10.05,37.73
-0.268,2.895375,14.587,56.0,10.05,37.67
-0.058,-1.502625,14.591,56.0,10.05,37.37
0.163,0.12375,14.609,55.0,10.05,37.47
-0.01,-2.50225,14.631,55.0,10.05,37.38
0.001,0.688375,14.623,55.0,10.04,37.19
0.099,-0.3035,14.641,55.0,10.04,37.66
-0.077,2.6255,14.674,55.0,10.04,37.97
-0.118,-0.55475,14.706,55.0,10.05,38.54
-0.119,-0.332,14.692,55.0,10.04,38.66
-0.077,1.993625,14.667,55.0,10.05,38.42
0.129,-2.958625,14.664,55.0,10.05,38.11
-0.112,-3.002625,14.672,55.0,10.05,37.96
-0.172,1.32025,14.67,55.0,10.05,38.24
-0.066,1.149375,14.672,55.0,10.05,38.27
-0.212,-2.541125,14.678,55.0,10.05,37.74
0.049,-3.3155,14.699,55.0,10.05,36.86
-0.262,2.05375,14.715,55.0,10.05,36.99
-0.193,0.922,14.74,55.0,10.05,37.12
-0.023,1.4555,14.755,57.0,10.05,38.03
-0.256,0.6215,14.774,57.0,10.05,39.55
-0.349,1.56425,14.803,57.0,10.05,39.84
-0.263,1.142125,14.826,57.0,10.05,40.58
-0.402,0.7795,14.844,57.0,10.05,41.42
-0.105,0.71475,14.841,57.0,10.05,41.42
-0.403,0.688875,14.845,57.0,10.04,41.62
-0.327,0.761375,14.854,57.0,10.05,42.35
-0.139,0.8495,14.864,57.0,10.05,43.31
-0.32,0.730375,14.874,57.0,10.05,44.1
-0.408,0.730375,14.872,57.0,10.04,45.04
-0.33,0.65525,14.897,57.0,10.04,45.62
-0.44,0.81325,14.929,57.0,10.04,44.95
-0.142,0.69925,14.956,57.0,10.05,44.05
-0.428,0.673375,14.998,57.0,10.05,43.29
-0.323,0.668125,15.003,57.0,10.05,42.53
-0.128,0.663,15.015,57.0,10.05,42.47
-0.275,0.810625,14.997,57.0,10.05,43.13
-0.35,0.629375,15.021,57.0,10.05,43.59
-0.241,0.681125,15.047,57.0,10.05,44.13
-0.354,0.72,15.067,57.0,10.05,44.5
-0.079,0.72,15.085,57.0,10.05,44.88
-0.33,0.65525,15.082,57.0,10.05,44.97
-0.234,0.600875,15.067,57.0,10.04,45.11
-0.01,0.78475,15.017,57.0,10.05,45.35
-0.161,0.738125,14.952,57.0,10.05,45.76
-0.243,0.71225,14.929,57.0,10.05,46.22
-0.147,0.707,14.905,57.0,10.05,46.87
-0.273,0.72775,14.882,57.0,10.05,47.45
0.049,0.688875,14.853,57.0,10.05,47.61
-0.217,0.696625,14.835,57.0,10.05,47.68
-0.103,0.704375,14.833,57.0,10.05,48.12
0.082,0.717375,14.791,118.0,10.05,48.48
-0.136,0.709625,14.723,118.0,10.04,49.15
-0.151,0.65775,14.669,118.0,10.04,49.77
-0.151,0.6475,14.632,118.0,10.04,49.85
0.061,0.644875,14.579,118.0,10.04,50.04
0.067,0.6785,14.524,118.0,10.05,50.37
-0.155,0.761375,14.476,118.0,10.05,51.0
-0.021,0.730375,14.424,120.0,10.05,51.32
0.118,0.717375,14.371,120.0,10.05,50.91
-0.117,0.738125,14.367,120.0,10.05,50.88
-0.089,0.701875,14.306,120.0,10.05,50.88
-0.1,0.65,14.265,120.0,10.05,50.96
0.079,0.68375,14.217,120.0,10.05,50.72
-0.139,0.65775,14.167,120.0,10.05,50.0
-0.12,0.673375,14.117,120.0,10.05,49.22
0.031,0.660375,14.061,120.0,10.05,48.93
0.076,0.688875,13.996,120.0,10.05,49.13
-0.141,0.608625,13.942,120.0,10.05,49.33
-0.064,0.6785,13.891,120.0,10.05,49.12
-0.104,0.603375,13.853,120.0,10.05,48.7
0.114,0.65775,13.815,120.0,10.05,48.17
-0.216,0.665625,13.788,120.0,10.05,47.88
-0.131,0.673375,13.768,120.0,10.05,47.75
0.0,0.68375,13.756,116.0,10.05,47.47
0.036,0.738125,13.733,116.0,10.05,47.03
-0.177,0.696625,13.598,116.0,10.05,46.82
-0.102,0.7355,13.472,116.0,10.05,46.55
-0.16,0.738125,13.379,116.0,10.05,46.0
0.059,0.6915,13.335,116.0,10.05,45.5
-0.247,0.7225,13.308,116.0,10.05,45.34
-0.184,0.67075,13.266,116.0,10.05,45.49
-0.038,0.62675,13.24,116.0,10.05,45.41
0.003,0.595625,13.205,116.0,10.06,45.25
-0.205,0.663,13.175,116.0,10.06,45.36
-0.169,0.6215,13.148,116.0,10.06,45.37
-0.165,0.774375,13.122,116.0,10.06,45.38
-0.206,0.681125,13.101,116.0,10.07,45.38
-0.079,0.7485,13.081,116.0,10.07,45.25
-0.23,0.673375,13.063,116.0,10.07,44.92
-0.118,0.8235,13.047,116.0,10.07,44.6
0.005,0.701875,13.037,112.0,10.07,44.64
-0.219,0.776875,13.032,112.0,10.07,44.64
-0.219,0.694,13.031,112.0,10.06,44.61
-0.166,0.738125,13.036,112.0,10.06,44.5
-0.288,0.69925,13.046,112.0,10.06,44.25
-0.029,0.616375,13.056,112.0,10.07,44.11
-0.272,0.606,13.072,112.0,10.06,44.26
-0.178,0.6475,13.091,112.0,10.07,45.01
-0.019,0.564625,13.113,114.0,10.06,45.89
-0.224,0.629375,13.134,114.0,10.06,46.48
-0.244,0.65525,13.148,114.0,10.07,46.81
-0.186,0.68625,13.159,114.0,10.07,47.32
-0.33,0.652625,13.174,114.0,10.07,47.8
-0.036,0.681125,13.19,114.0,10.06,47.78
-0.307,0.7485,13.202,114.0,10.06,48.0
-0.208,0.78475,13.214,114.0,10.06,48.47
-0.046,0.717375,13.224,116.0,10.06,48.54
-0.256,0.69925,13.231,116.0,10.05,48.55
-0.274,0.833875,13.24,116.0,10.05,48.93
-0.226,0.72,13.249,116.0,10.05,49.12
-0.361,0.65525,13.263,116.0,10.05,48.85
-0.06,0.65525,13.276,116.0,10.05,48.5
-0.345,0.665625,13.293,116.0,10.05,48.68
-0.236,0.62675,13.342,116.0,10.05,48.8
-0.088,0.802875,13.474,116.0,10.05,48.26
-0.299,0.745875,13.571,116.0,10.04,47.44
-0.327,0.725125,13.547,116.0,10.04,46.67
-0.254,0.782125,13.401,116.0,10.04,46.45
-0.397,0.75625,13.374,116.0,10.04,46.38
-0.122,0.732875,13.365,116.0,10.04,46.06
-0.38,0.875375,13.366,116.0,10.02,45.96
-0.306,0.725125,13.378,116.0,10.02,46.03
-0.127,0.732875,13.388,112.0,10.02,46.12
-0.266,0.696625,13.395,112.0,10.02,46.22
-0.381,0.7225,13.401,112.0,10.02,46.18
-0.302,0.675875,13.41,112.0,10.02,45.6
-0.387,0.71225,13.416,112.0,10.02,44.78
-0.179,0.681125,13.422,112.0,10.02,44.42
-0.519,0.572375,13.436,112.0,10.02,44.45
-0.435,0.751,13.442,112.0,10.02,44.19
-0.279,0.6915,13.447,111.0,10.02,43.72
-0.225,0.717375,13.454,111.0,10.02,42.98
-0.425,0.652625,13.454,111.0,10.02,42.62
-0.404,0.730375,13.456,111.0,10.02,42.81
-0.322,0.795,13.459,111.0,10.02,43.25
-0.447,0.753625,13.454,111.0,10.02,43.62
-0.187,0.774375,13.452,111.0,10.02,43.98
-0.37,0.782125,13.451,111.0,10.02,44.12
-0.24,0.7795,13.451,111.0,10.02,44.14
-0.009,0.751,13.447,107.0,10.02,44.34
-0.094,0.71475,13.444,107.0,10.02,44.71
-0.183,0.72775,13.447,107.0,10.02,44.58
-0.114,0.774375,13.45,107.0,10.02,43.94
-0.137,0.65525,13.456,107.0,10.02,43.63
0.031,0.652625,13.465,107.0,10.02,43.43
0.059,0.688875,13.484,107.0,10.02,42.85
-0.134,0.6915,13.503,107.0,10.02,42.73
-0.031,0.6915,13.532,107.0,10.04,43.4
0.114,0.696625,13.592,107.0,10.04,44.27
-0.08,0.696625,13.595,107.0,10.02,44.33
-0.116,0.75625,13.631,107.0,10.02,45.03
-0.039,0.753625,13.674,107.0,10.02,45.58
-0.161,0.833875,13.717,107.0,10.02,45.36
0.118,0.71225,13.759,106.0,10.02,45.16
-0.273,0.730375,13.808,106.0,10.02,45.53
-0.148,0.72,13.859,106.0,10.02,46.04
0.0,0.7355,13.901,106.0,10.04,46.64
-0.002,0.738125,13.94,106.0,10.02,47.53
-0.187,0.740625,13.974,106.0,10.02,48.17
-0.151,0.68375,14.012,106.0,10.02,48.12
-0.136,0.7485,14.044,106.0,10.02,47.8
-0.279,0.717375,14.075,106.0,10.02,47.58
-0.007,0.72775,14.101,106.0,10.02,47.52
-0.258,0.75625,14.126,106.0,10.02,47.61
-0.148,0.7355,14.145,106.0,10.02,47.62
-0.001,0.769125,14.163,106.0,10.02,47.54
-0.184,0.751,14.173,106.0,10.02,47.35
-0.225,0.808,14.177,106.0,10.02,47.09
-0.146,0.7795,14.173,106.0,10.02,46.79
-0.216,0.732875,14.173,106.0,10.02,46.51
0.002,0.78475,14.172,106.0,10.02,46.03
-0.225,0.776875,14.164,106.0,10.02,45.66
-0.145,0.751,14.152,106.0,10.02,45.66
0.032,0.69925,14.133,106.0,10.02,45.7
0.132,0.701875,14.118,106.0,10.02,45.71
-0.005,0.717375,14.101,106.0,10.01,45.74
0.001,0.72,14.085,106.0,10.01,45.71
0.066,0.738125,14.065,106.0,10.02,45.57
0.042,0.78475,14.045,106.0,10.02,45.3
0.144,0.732875,14.023,106.0,10.01,45.03
0.105,0.766625,13.979,106.0,10.01,44.93
0.076,0.808,13.977,106.0,10.01,44.93
0.217,0.821,13.955,106.0,10.02,44.88
0.33,0.7795,13.927,106.0,10.04,44.88
0.133,0.769125,13.902,106.0,10.05,44.91
0.127,0.7355,13.877,106.0,10.05,44.96
0.138,0.72775,13.854,106.0,10.05,45.02
0.16,0.776875,13.835,106.0,10.04,45.02
0.015,0.673375,13.825,106.0,10.02,44.66
0.252,0.681125,13.815,106.0,10.04,44.33
0.015,0.673375,13.808,99.0,10.05,44.29
0.094,0.72775,13.81,99.0,10.05,44.41
0.23,0.68625,13.817,99.0,10.05,44.83
0.07,0.77175,13.83,99.0,10.04,44.87
-0.026,0.6915,13.848,99.0,10.04,44.34
-0.046,0.753625,13.875,99.0,10.04,43.84
-0.009,0.7925,13.907,99.0,10.04,43.59
-0.147,0.821,13.953,99.0,10.04,43.52
0.083,0.8235,14.009,99.0,10.04,43.84
-0.203,0.854625,14.091,99.0,10.04,44.11
-0.114,0.805375,14.125,99.0,10.04,43.93
0.028,0.8235,14.095,99.0,10.04,43.53
-0.014,0.81575,14.068,99.0,10.04,43.42
-0.173,0.795,14.063,100.0,10.05,43.64
-0.163,0.78475,14.084,100.0,10.04,44.08
-0.115,0.797625,14.109,100.0,10.04,44.46
-0.25,0.738125,14.156,100.0,10.04,44.8
0.005,0.766625,14.186,100.0,10.04,45.46
-0.314,0.74325,14.208,100.0,10.04,46.32
-0.201,0.74325,14.198,100.0,10.04,46.77
-0.05,0.738125,14.182,103.0,10.04,46.79
-0.087,0.7795,14.18,103.0,10.05,47.0
-0.243,0.81575,14.183,103.0,10.04,47.5
-0.229,0.85975,14.186,103.0,10.04,47.89
-0.178,0.7795,14.185,103.0,10.04,47.95
-0.305,0.745875,14.185,103.0,10.04,47.8
-0.062,0.75625,14.187,103.0,10.04,47.94
-0.322,0.77175,14.188,103.0,10.04,48.17
-0.227,0.795,14.201,103.0,10.04,48.28
-0.076,0.745875,14.202,103.0,10.04,48.4
-0.154,0.802875,14.196,103.0,10.04,48.4
-0.287,0.764,14.191,103.0,10.04,48.54
-0.221,0.707,14.179,103.0,10.04,48.95
-0.245,0.984125,14.162,103.0,10.04,49.45
-0.362,0.818375,14.143,103.0,10.05,49.97
-0.356,0.789875,14.132,103.0,10.05,50.46
-0.284,0.808,14.121,103.0,10.05,50.71
-0.152,0.7925,14.133,103.0,10.05,50.63
-0.046,0.890875,14.219,103.0,10.05,50.37
-0.24,0.7925,14.172,103.0,10.05,49.57
-0.256,0.808,14.16,103.0,10.05,49.51
-0.189,0.740625,14.049,103.0,10.05,49.06
-0.274,0.808,13.984,103.0,10.05,48.6
-0.053,0.78475,13.941,103.0,10.05,48.13
-0.324,0.766625,13.92,103.0,10.05,47.81
-0.249,0.730375,13.902,103.0,10.05,47.58
-0.099,0.69925,13.913,103.0,10.05,47.16
-0.055,0.730375,13.917,103.0,10.05,46.87
-0.245,0.78725,13.9,103.0,10.06,46.74
-0.24,0.808,13.895,103.0,10.06,46.67
-0.18,0.821,13.896,103.0,10.06,46.49
-0.292,0.898625,13.896,103.0,10.06,46.3
-0.028,1.21975,13.891,103.0,10.06,45.99
-0.391,0.90125,13.882,103.0,10.06,45.86
-0.287,0.903875,13.872,103.0,10.06,45.83
-0.142,1.00225,13.86,103.0,10.06,45.76
-0.175,0.841625,13.85,103.0,10.07,45.69
-0.369,0.74325,13.841,103.0,10.06,45.82
-0.365,0.821,13.837,103.0,10.07,45.88
-0.298,0.870125,13.837,103.0,10.07,45.76
-0.435,0.7925,13.839,103.0,10.07,45.44
-0.165,0.75625,13.843,103.0,10.07,45.17
-0.402,0.753625,13.85,103.0,10.07,45.14
-0.254,0.7925,13.861,103.0,10.07,45.01
-0.024,0.867625,13.875,106.0,10.07,44.86
-0.026,0.78725,13.892,106.0,10.07,44.84
-0.018,0.8935,13.914,106.0,10.06,44.92
0.035,0.8935,13.935,106.0,10.06,45.01
0.107,0.78725,13.956,106.0,10.07,44.96
0.028,0.919375,13.973,106.0,10.06,44.77
0.347,0.85725,13.993,106.0,10.05,44.72
0.179,0.78725,14.012,106.0,10.06,44.98
0.313,0.85975,14.013,106.0,10.05,44.99
0.502,0.764,14.043,106.0,10.05,45.07
0.371,0.805375,14.131,106.0,10.05,45.25
0.324,0.808,14.214,106.0,10.05,45.55
0.397,0.725125,14.249,106.0,10.05,45.81
0.325,0.875375,14.199,106.0,10.05,46.1
0.502,0.84425,14.1,106.0,10.05,46.26
0.265,0.81575,14.085,106.0,10.05,46.57
0.326,0.870125,14.096,109.0,10.05,47.04
0.46,0.9945,14.113,109.0,10.05,47.41
0.467,1.056625,14.133,109.0,10.05,47.72
0.27,1.00225,14.15,109.0,10.04,48.03
0.272,0.846875,14.172,109.0,10.04,48.25
0.291,0.955625,14.195,109.0,10.04,48.18
0.13,0.810625,14.217,109.0,10.04,48.08
0.349,0.870125,14.24,109.0,10.04,47.93
0.111,1.00225,14.259,107.0,10.04,47.84
0.189,0.932375,14.28,107.0,10.04,47.91
0.33,0.898625,14.295,107.0,10.04,48.01
0.175,0.8495,14.299,107.0,10.04,48.06
0.077,0.75875,14.304,107.0,10.04,48.11
0.103,0.774375,14.308,107.0,10.02,48.06
0.037,0.78725,14.317,107.0,10.02,47.65
0.02,0.9815,14.32,107.0,10.02,47.2
0.078,0.9245,14.32,107.0,10.02,46.92
-0.037,0.8495,14.315,107.0,10.02,46.79
0.106,1.035875,14.306,107.0,10.02,46.68
0.097,1.04625,14.298,107.0,10.02,46.65
-0.062,0.940125,14.29,107.0,10.02,46.66
-0.079,0.971125,14.29,107.0,10.02,46.7
-0.024,0.963375,14.292,107.0,10.02,46.85
-0.177,0.846875,14.279,107.0,10.02,46.59
0.049,1.01775,14.278,107.0,10.02,46.57
-0.178,0.97375,14.266,107.0,10.02,46.41
-0.094,0.802875,14.258,107.0,10.02,46.26
0.06,0.88575,14.253,111.0,10.02,46.07
-0.067,0.903875,14.245,111.0,10.02,46.11
-0.166,0.940125,14.238,111.0,10.02,46.28
-0.118,0.927125,14.229,111.0,10.02,46.26
-0.168,0.9375,14.22,111.0,10.02,46.26
-0.179,1.129125,14.214,111.0,10.02,46.18
-0.105,0.95825,14.211,111.0,10.02,46.11
-0.202,1.105875,14.208,111.0,10.02,46.16
-0.057,1.043625,14.203,111.0,10.02,46.19
0.011,1.00225,14.2,107.0,10.02,46.21
-0.175,0.841625,14.192,107.0,10.02,46.25
-0.178,0.96075,14.186,107.0,10.02,46.23
-0.118,0.906375,14.179,107.0,10.02,46.13
-0.253,0.9245,14.172,107.0,10.02,46.08
-0.026,0.963375,14.162,107.0,10.02,46.0
-0.264,0.8495,14.152,107.0,10.04,45.98
-0.168,0.766625,14.138,107.0,10.05,46.03
0.0,0.963375,14.127,109.0,10.05,46.04
-0.096,0.932375,14.111,109.0,10.05,46.16
-0.207,1.035875,14.094,109.0,10.04,46.31
-0.192,0.862375,14.078,109.0,10.04,45.99
-0.215,0.82875,14.059,109.0,10.04,45.22
-0.254,0.919375,14.038,109.0,10.05,44.66
-0.047,1.0955,14.015,109.0,10.05,44.75
-0.214,0.88575,13.989,109.0,10.05,45.86
-0.082,1.08775,13.936,109.0,10.04,46.53
0.006,0.997125,13.934,109.0,10.04,46.52
-0.185,0.9505,13.907,109.0,10.05,46.3
-0.19,0.922,13.881,109.0,10.05,46.63
-0.141,0.854625,13.85,109.0,10.04,47.42
-0.283,0.867625,13.819,109.0,10.04,48.0
-0.033,0.85975,13.788,109.0,10.05,48.1
-0.277,0.91425,13.757,109.0,10.04,47.98
-0.176,0.91425,13.726,109.0,10.04,48.06
-0.038,0.896125,13.694,111.0,10.04,48.44
-0.177,0.78725,13.665,111.0,10.05,48.87
-0.281,0.867625,13.631,111.0,10.05,48.97
-0.237,0.854625,13.596,111.0,10.04,48.72
-0.314,1.00225,13.564,111.0,10.04,48.62
-0.269,0.947875,13.527,111.0,10.05,48.38
-0.292,0.8805,13.492,111.0,10.04,48.14
-0.336,0.8935,13.458,111.0,10.05,47.95
-0.186,1.028125,13.422,111.0,10.05,47.8
-0.129,1.0255,13.388,109.0,10.04,47.68
-0.3,0.98925,13.35,109.0,10.05,47.56
-0.261,0.896125,13.313,109.0,10.04,47.37
-0.179,0.9505,13.278,109.0,10.04,47.14
-0.286,0.80025,13.241,109.0,10.05,46.88
-0.014,0.911625,13.206,109.0,10.05,46.64
-0.222,0.808,13.171,109.0,10.05,46.55
-0.08,0.940125,13.138,109.0,10.05,46.57
0.116,0.8805,13.105,109.0,10.04,46.47
0.025,0.9505,13.077,109.0,10.05,46.42
-0.05,0.9245,13.051,109.0,10.05,46.37
0.004,0.997125,13.029,107.0,10.05,46.28
0.055,0.984125,13.012,107.0,10.05,46.25
-0.05,0.932375,13.001,107.0,10.05,46.17
0.233,0.870125,12.992,107.0,10.04,46.11
0.046,0.90125,12.994,107.0,10.05,46.23
0.19,0.932375,12.995,107.0,10.05,46.43
0.337,0.9245,13.003,107.0,10.04,46.62
0.155,0.846875,13.015,107.0,10.04,46.9
0.11,0.997125,13.027,107.0,10.05,47.16
0.187,0.84425,13.042,107.0,10.05,47.32
0.084,0.9375,13.059,107.0,10.04,47.48
0.332,0.88575,13.081,107.0,10.04,47.64
-0.013,0.898625,13.101,107.0,10.05,47.98
0.107,0.922,13.123,107.0,10.04,48.4
0.263,0.903875,13.147,107.0,10.04,48.75
0.217,1.041125,13.169,107.0,10.05,49.14
0.049,1.054,13.194,107.0,10.04,49.5
0.07,0.922,13.219,107.0,10.04,49.83
0.083,0.91425,13.242,107.0,10.05,50.12
-0.064,0.991875,13.265,107.0,10.04,50.41
0.199,1.064375,13.288,107.0,10.04,50.72
-0.027,0.9945,13.31,107.0,10.04,51.14
0.083,0.919375,13.329,107.0,10.05,51.5
0.22,0.826125,13.349,107.0,10.04,51.86
0.01,0.8235,13.366,107.0,10.04,52.28
-0.024,0.88575,13.382,109.0,10.04,52.66
0.046,0.92975,13.394,109.0,10.05,52.93
-0.089,0.85975,13.404,109.0,10.04,53.26
0.198,0.8365,13.414,109.0,10.04,53.52
-0.142,0.953,13.42,109.0,10.04,53.94
-0.011,0.966,13.424,109.0,10.05,54.39
0.161,1.043625,13.424,109.0,10.04,54.74
0.019,0.927125,13.421,109.0,10.04,55.07
-0.095,1.00225,13.419,111.0,10.04,55.44
-0.01,0.911625,13.414,111.0,10.05,55.76
-0.125,0.968625,13.408,111.0,10.04,56.04
0.159,0.821,13.399,111.0,10.04,56.22
-0.236,0.833875,13.391,111.0,10.04,56.55
-0.099,0.966,13.379,111.0,10.04,56.88
0.074,0.810625,13.366,114.0,10.04,57.11
-0.007,0.821,13.353,114.0,10.04,57.34
-0.158,0.909,13.338,114.0,10.05,57.54
-0.084,1.113625,13.323,114.0,10.04,57.54
-0.1,1.004875,13.311,114.0,10.04,57.31
-0.182,1.01525,13.298,114.0,10.04,57.48
0.077,0.976375,13.289,114.0,10.04,57.62
-0.127,0.97375,13.283,114.0,10.04,57.39
0.036,0.875375,13.282,114.0,10.04,56.98
0.134,1.098125,13.286,112.0,10.04,56.61
-0.107,1.00225,13.294,112.0,10.04,56.26
-0.089,0.906375,13.31,112.0,10.04,55.91
-0.001,0.922,13.331,112.0,10.04,55.51
-0.128,0.968625,13.359,112.0,10.04,55.2
0.19,0.898625,13.393,112.0,10.04,54.81
-0.162,0.865,13.431,112.0,10.04,54.55
-0.01,0.870125,13.475,112.0,10.04,54.3
0.202,0.947875,13.522,112.0,10.04,54.0
0.076,0.896125,13.567,112.0,10.04,53.74
-0.059,1.041125,13.611,107.0,10.04,53.51
-0.006,0.88575,13.656,107.0,10.05,53.23
0.056,0.95825,13.697,107.0,10.04,52.92
-0.065,0.909,13.733,107.0,10.04,52.54
0.233,1.0825,13.769,107.0,10.04,52.22
-0.014,1.01525,13.799,107.0,10.04,52.02
0.116,0.94525,13.825,107.0,10.04,51.8
0.336,0.919375,13.845,107.0,10.04,51.58
0.148,0.867625,13.861,107.0,10.04,51.35
0.054,1.007375,13.872,107.0,10.04,51.15
0.084,0.74325,13.882,107.0,10.04,50.92
0.132,0.88825,13.887,107.0,10.04,50.63
-0.014,0.81325,13.889,107.0,10.04,50.35
0.237,0.927125,13.889,106.0,10.04,50.06
-0.026,1.020375,13.886,106.0,10.04,49.82
0.059,1.020375,13.881,106.0,10.04,49.63
0.251,0.978875,13.873,106.0,10.05,49.44
0.051,1.069625,13.864,106.0,10.04,49.27
-0.069,0.98675,13.854,106.0,10.04,49.09
-0.062,0.932375,13.846,106.0,10.04,48.88
-0.018,0.971125,13.836,106.0,10.04,48.7
-0.131,0.85975,13.826,106.0,10.04,48.47
0.114,0.966,13.819,106.0,10.04,48.28
-0.194,0.966,13.811,106.0,10.04,48.23
-0.065,0.991875,13.804,106.0,10.04,48.16
0.133,0.81325,13.798,106.0,10.04,48.08
0.098,0.870125,13.793,106.0,10.04,48.01
-0.104,0.932375,13.788,106.0,10.04,47.95
-0.087,1.085125,13.784,106.0,10.04,47.85
-0.08,0.971125,13.78,106.0,10.04,47.77
-0.041,0.966,13.777,106.0,10.04,47.64
-0.176,0.942625,13.777,106.0,10.04,47.5
0.08,1.092875,13.775,106.0,10.04,47.49
-0.132,1.113625,13.78,106.0,10.05,47.49
-0.02,1.069625,13.784,106.0,10.04,47.46
0.165,1.07475,13.79,97.0,10.05,47.47
-0.054,0.92975,13.796,97.0,10.05,47.47
