ECG,EMG,foot GSR,hand GSR,marker,RESP
-0.069,0.94525,7.657,16.721,10.52,46.82
-0.097,0.9375,7.657,16.716,10.52,46.9
-0.076,0.94525,7.655,16.711,10.52,46.98
0.095,0.906375,7.654,16.706,10.52,47.08
-0.054,0.909,7.654,16.703,10.52,47.19
0.061,0.997125,7.654,16.699,10.52,47.29
0.329,0.971125,7.654,16.694,10.52,47.41
0.013,1.020375,7.654,16.689,10.52,47.53
-0.123,1.01525,7.652,16.686,10.52,47.66
-0.119,0.98925,7.652,16.685,10.52,47.77
-0.117,0.947875,7.65,16.685,10.52,47.85
-0.107,0.906375,7.649,16.689,10.52,47.91
-0.095,0.909,7.649,16.694,10.52,48.01
-0.176,0.909,7.647,16.704,10.52,48.12
0.126,0.883125,7.647,16.721,10.52,48.24
-0.089,0.911625,7.644,16.744,10.52,48.36
0.0,0.85725,7.644,16.77,10.52,48.46
0.262,0.9375,7.642,16.801,10.52,48.56
0.085,0.927125,7.64,16.835,10.52,48.68
-0.142,0.833875,7.638,16.872,10.52,48.79
-0.146,0.896125,7.637,16.913,10.52,48.9
-0.138,0.997125,7.635,16.952,10.52,48.96
-0.104,1.0385,7.633,16.989,10.52,49.0
-0.137,1.028125,7.632,17.025,10.52,49.07
-0.12,0.932375,7.629,17.057,10.52,49.15
0.061,0.9375,7.628,17.089,10.52,49.26
-0.086,0.978875,7.627,17.119,10.52,49.41
0.037,0.98925,7.627,17.146,10.52,49.51
0.303,0.9505,7.625,17.171,10.52,49.57
-0.026,0.890875,7.624,17.2,10.52,49.61
-0.157,0.8805,7.624,17.226,10.52,49.67
-0.147,0.875375,7.625,17.251,10.52,49.78
-0.129,0.8935,7.627,17.278,10.52,49.83
-0.095,0.96075,7.627,17.307,10.52,49.86
-0.182,0.922,7.629,17.336,10.52,49.92
0.106,0.91675,7.63,17.369,10.52,49.99
-0.114,0.999625,7.633,17.4,10.52,50.04
-0.029,0.9945,7.635,17.436,10.52,50.1
0.207,0.966,7.638,17.478,10.52,50.15
0.18,0.92975,7.64,17.523,10.52,50.16
-0.128,0.9505,7.644,17.573,10.52,50.12
-0.138,0.91675,7.647,17.624,10.52,50.06
-0.123,0.9375,7.65,17.68,10.52,49.95
-0.095,0.898625,7.655,17.735,10.52,49.79
-0.101,0.911625,7.659,17.794,10.52,49.61
-0.162,0.90125,7.664,17.854,10.52,49.47
0.161,0.883125,7.67,17.911,10.52,49.31
-0.067,0.903875,7.676,17.967,10.52,49.17
0.044,0.896125,7.684,18.02,10.52,49.04
0.33,0.932375,7.691,18.07,10.52,48.88
0.063,0.9375,7.701,18.117,10.54,48.66
-0.108,0.940125,7.708,18.166,10.52,48.51
-0.103,0.9375,7.721,18.21,10.52,48.42
-0.09,1.067,7.731,18.252,10.52,48.3
-0.086,1.012625,7.742,18.285,10.52,48.16
-0.036,0.932375,7.756,18.316,10.52,48.05
-0.126,0.898625,7.767,18.345,10.52,47.97
0.179,0.947875,7.78,18.367,10.52,47.89
-0.066,0.92975,7.793,18.38,10.52,47.83
0.008,0.9375,7.807,18.387,10.52,47.74
0.232,0.8495,7.82,18.388,10.52,47.66
0.273,0.85725,7.833,18.383,10.52,47.59
-0.076,0.841625,7.847,18.372,10.52,47.54
-0.094,0.862375,7.86,18.356,10.52,47.48
-0.084,0.94525,7.874,18.336,10.52,47.39
-0.088,0.947875,7.886,18.312,10.52,47.29
-0.079,0.8935,7.897,18.286,10.52,47.21
-0.041,0.953,7.91,18.263,10.52,47.16
-0.126,1.023,7.92,18.23,10.52,47.13
0.171,0.991875,7.93,18.195,10.52,47.1
-0.05,0.91425,7.94,18.158,10.52,47.07
0.016,0.942625,7.95,18.122,10.52,47.04
0.258,0.984125,7.957,18.084,10.52,47.02
0.234,0.922,7.964,18.048,10.52,47.02
-0.081,0.940125,7.971,18.01,10.52,47.02
-0.089,0.906375,7.978,17.974,10.52,47.01
-0.081,0.898625,7.983,17.939,10.52,46.98
-0.087,0.85975,7.988,17.906,10.52,46.94
-0.096,0.90125,7.992,17.872,10.52,46.9
-0.048,0.9505,7.995,17.842,10.52,46.88
-0.077,0.94525,7.997,17.814,10.52,46.88
-0.078,0.896125,8.0,17.785,10.52,46.89
0.157,0.947875,8.001,17.76,10.52,46.91
-0.031,0.9945,8.001,17.736,10.52,46.91
0.08,1.056625,8.0,17.712,10.52,46.91
0.356,0.97375,8.0,17.69,10.52,46.92
0.055,0.963375,8.0,17.67,10.52,46.92
-0.094,0.9375,7.998,17.65,10.52,46.91
-0.088,0.9815,7.997,17.629,10.52,46.91
-0.086,0.947875,7.995,17.61,10.52,46.88
-0.099,0.9245,7.991,17.593,10.52,46.84
-0.106,0.903875,7.988,17.574,10.52,46.82
-0.064,0.85975,7.986,17.559,10.52,46.82
-0.089,0.903875,7.983,17.542,10.52,46.83
-0.091,0.91425,7.978,17.527,10.52,46.85
0.137,0.903875,7.973,17.509,10.52,46.84
-0.053,0.898625,7.97,17.494,10.52,46.84
0.06,0.92975,7.966,17.477,10.52,46.86
0.334,0.976375,7.961,17.462,10.52,46.88
0.041,1.004875,7.956,17.447,10.52,46.88
-0.109,0.932375,7.951,17.432,10.52,46.87
-0.107,0.932375,7.945,17.417,10.52,46.88
-0.105,0.947875,7.939,17.402,10.52,46.87
-0.117,0.91675,7.934,17.389,10.52,46.82
-0.123,1.00225,7.929,17.375,10.52,46.81
-0.079,0.898625,7.917,17.352,10.52,46.81
-0.097,0.942625,7.918,17.35,10.52,46.81
-0.105,0.867625,7.911,17.338,10.52,46.82
0.133,0.92975,7.906,17.325,10.52,46.83
-0.056,0.898625,7.9,17.314,10.52,46.83
0.056,0.870125,7.894,17.302,10.52,46.84
0.331,0.906375,7.889,17.292,10.52,46.87
0.054,0.898625,7.882,17.279,10.52,46.88
-0.108,0.976375,7.876,17.271,10.52,46.87
-0.101,0.96075,7.871,17.259,10.52,46.89
-0.095,1.01775,7.866,17.249,10.52,46.88
-0.107,1.004875,7.862,17.242,10.52,46.83
-0.11,0.934875,7.855,17.232,10.52,46.82
-0.054,0.976375,7.85,17.223,10.52,46.83
-0.101,0.92975,7.844,17.216,10.52,46.83
0.059,0.909,7.839,17.207,10.52,46.84
0.0,0.927125,7.834,17.199,10.52,46.85
-0.032,0.852,7.829,17.191,10.52,46.86
0.105,0.831375,7.824,17.182,10.52,46.86
0.356,0.91675,7.819,17.175,10.52,46.87
0.008,0.896125,7.814,17.167,10.52,46.88
-0.094,0.903875,7.809,17.16,10.52,46.88
-0.084,0.922,7.807,17.152,10.52,46.88
-0.079,0.932375,7.802,17.145,10.52,46.87
-0.091,1.007375,7.797,17.139,10.52,46.82
-0.081,1.020375,7.793,17.132,10.52,46.82
-0.029,1.012625,7.789,17.127,10.52,46.81
-0.109,0.927125,7.784,17.12,10.52,46.81
0.17,0.98675,7.782,17.114,10.52,46.82
-0.049,0.947875,7.777,17.109,10.52,46.83
0.021,0.911625,7.774,17.102,10.52,46.83
0.232,0.91425,7.77,17.095,10.52,46.83
0.285,0.890875,7.766,17.089,10.52,46.85
-0.059,0.870125,7.762,17.084,10.52,46.87
-0.078,0.95825,7.759,17.079,10.52,46.86
-0.068,0.854625,7.755,17.072,10.52,46.85
-0.078,0.91425,7.752,17.067,10.52,46.83
-0.087,0.92975,7.749,17.062,10.52,46.79
-0.035,0.890875,7.745,17.057,10.52,46.81
-0.082,0.98925,7.742,17.052,10.52,46.81
0.082,1.01,7.74,17.047,10.52,46.82
0.0,0.98925,7.736,17.044,10.52,46.82
-0.02,0.991875,7.734,17.039,10.52,46.83
0.114,0.9245,7.73,17.035,10.52,46.82
0.362,0.932375,7.727,17.032,10.52,46.83
0.007,0.963375,7.725,17.027,10.52,46.84
-0.09,0.932375,7.722,17.022,10.52,46.85
-0.08,0.934875,7.719,17.019,10.52,46.86
-0.079,0.896125,7.716,17.015,10.52,46.84
-0.091,0.883125,7.714,17.012,10.52,46.81
-0.057,0.8935,7.712,17.011,10.52,46.8
-0.062,0.903875,7.709,17.009,10.52,46.81
-0.105,0.97375,7.707,17.005,10.52,46.81
0.171,0.911625,7.705,17.002,10.52,46.82
-0.033,0.906375,7.701,17.0,10.52,46.82
0.074,0.9375,7.7,16.996,10.52,46.82
0.344,1.028125,7.697,16.992,10.52,46.83
0.094,0.95825,7.695,16.989,10.52,46.85
-0.085,0.92975,7.692,16.985,10.52,46.86
-0.079,0.922,7.69,16.98,10.52,46.86
-0.074,0.95825,7.689,16.977,10.52,46.86
-0.084,0.934875,7.686,16.972,10.52,46.81
-0.057,0.911625,7.684,16.97,10.52,46.8
-0.058,0.883125,7.684,16.965,10.52,46.8
-0.111,0.88825,7.682,16.962,10.52,46.81
0.158,0.898625,7.679,16.957,10.52,46.83
-0.045,0.846875,7.678,16.954,10.52,46.84
0.057,0.955625,7.675,16.95,10.52,46.87
0.331,0.953,7.674,16.947,10.52,46.92
0.076,0.8935,7.673,16.943,10.52,47.03
-0.105,0.91425,7.67,16.938,10.52,47.16
-0.102,1.0385,7.669,16.935,10.52,47.29
-0.097,1.07475,7.667,16.93,10.52,47.44
-0.1,0.92975,7.665,16.925,10.52,47.67
-0.058,0.955625,7.664,16.92,10.52,47.82
-0.143,0.92975,7.662,16.918,10.52,47.96
0.125,0.966,7.662,16.913,10.52,48.1
-0.084,0.90125,7.659,16.908,10.52,48.25
-0.004,0.877875,7.658,16.903,10.52,48.41
0.211,0.862375,7.657,16.898,10.52,48.56
0.23,0.883125,7.655,16.893,10.52,48.7
-0.097,0.846875,7.654,16.888,10.52,48.85
-0.112,0.87275,7.652,16.883,10.52,48.98
-0.104,0.932375,7.65,16.88,10.52,49.09
-0.095,0.8805,7.649,16.874,10.52,49.15
-0.071,0.94525,7.647,16.87,10.52,49.23
-0.155,0.971125,7.647,16.865,10.52,49.35
0.134,0.984125,7.644,16.863,10.52,49.49
-0.068,0.997125,7.643,16.858,10.52,49.61
0.014,0.919375,7.642,16.853,10.52,49.69
0.263,0.955625,7.64,16.85,10.52,49.77
0.146,0.927125,7.639,16.847,10.52,49.84
-0.116,0.906375,7.637,16.843,10.52,49.97
-0.12,0.9375,7.637,16.838,10.52,50.1
-0.11,0.9245,7.635,16.833,10.52,50.19
-0.056,0.810625,7.634,16.83,10.52,50.26
-0.136,0.87275,7.633,16.826,10.52,50.34
0.156,0.903875,7.632,16.823,10.52,50.45
-0.139,0.942625,7.629,16.818,10.52,50.54
-0.036,0.9245,7.629,16.816,10.52,50.62
0.126,0.911625,7.628,16.811,10.52,50.71
0.313,0.940125,7.627,16.808,10.52,50.77
-0.069,1.007375,7.625,16.803,10.52,50.81
-0.123,1.035875,7.624,16.8,10.52,50.83
-0.09,0.906375,7.622,16.797,10.52,50.8
-0.067,0.942625,7.622,16.793,10.52,50.63
-0.065,0.906375,7.62,16.791,10.52,50.48
-0.146,0.91425,7.619,16.79,10.52,50.34
0.172,1.007375,7.619,16.787,10.52,50.21
-0.051,0.906375,7.617,16.787,10.52,49.91
0.04,0.8495,7.617,16.786,10.52,49.89
0.312,0.903875,7.614,16.785,10.52,49.73
0.163,0.8805,7.614,16.786,10.52,49.55
-0.086,0.91675,7.612,16.787,10.52,49.44
-0.086,0.932375,7.612,16.791,10.52,49.32
-0.069,0.909,7.609,16.793,10.52,49.11
-0.062,0.934875,7.609,16.801,10.52,48.9
-0.009,0.94525,7.608,16.809,10.52,48.73
-0.1,0.98925,7.607,16.818,10.52,48.58
0.208,1.06175,7.607,16.831,10.52,48.45
-0.038,0.947875,7.604,16.846,10.52,48.32
0.039,0.90125,7.604,16.86,10.52,48.21
0.265,0.971125,7.603,16.879,10.52,48.07
0.305,1.007375,7.602,16.899,10.52,47.95
-0.046,0.968625,7.602,16.922,10.52,47.87
-0.063,0.896125,7.602,16.942,10.52,47.79
-0.049,0.841625,7.6,16.962,10.52,47.67
-0.049,0.8805,7.599,16.981,10.52,47.53
-0.014,0.841625,7.599,17.001,10.52,47.41
-0.027,0.92975,7.599,17.017,10.52,47.32
-0.078,0.927125,7.599,17.031,10.52,47.25
0.229,0.909,7.602,17.043,10.52,47.18
0.006,0.9505,7.602,17.052,10.52,47.12
0.352,1.01525,7.604,17.058,10.52,47.05
0.42,0.999625,7.604,17.064,10.52,47.0
0.132,0.9505,7.607,17.068,10.52,46.96
-0.045,0.9375,7.609,17.067,10.52,46.93
-0.04,0.919375,7.612,17.066,10.52,46.88
-0.035,0.919375,7.617,17.062,10.52,46.74
-0.043,0.9375,7.617,17.061,10.52,46.73
-0.026,0.942625,7.619,17.059,10.52,46.7
0.006,0.88575,7.622,17.062,10.52,46.67
-0.077,0.865,7.624,17.067,10.52,46.68
0.221,0.877875,7.627,17.073,10.52,46.69
0.004,0.927125,7.629,17.084,10.52,46.66
0.074,0.932375,7.632,17.097,10.52,46.66
0.319,0.883125,7.634,17.113,10.52,46.66
0.275,0.976375,7.635,17.133,10.52,46.69
-0.036,0.98675,7.638,17.155,10.52,46.69
-0.048,1.01,7.639,17.173,10.52,46.69
-0.039,0.968625,7.642,17.19,10.52,46.68
-0.044,0.9375,7.642,17.206,10.52,46.66
-0.056,0.9505,7.644,17.218,10.52,46.62
-0.035,0.922,7.647,17.227,10.52,46.61
-0.016,0.927125,7.648,17.236,10.52,46.62
-0.096,0.976375,7.649,17.24,10.52,46.64
0.219,0.94525,7.652,17.242,10.52,46.64
-0.01,0.88825,7.654,17.242,10.52,46.64
0.072,0.8935,7.657,17.238,10.52,46.64
0.335,0.862375,7.659,17.233,10.52,46.65
0.205,0.976375,7.663,17.227,10.52,46.67
-0.062,0.88825,7.665,17.217,10.52,46.67
-0.064,0.95825,7.67,17.206,10.52,46.69
-0.059,0.955625,7.673,17.194,10.52,46.68
-0.071,1.0255,7.675,17.179,10.52,46.64
-0.079,0.971125,7.68,17.164,10.52,46.61
-0.057,0.9815,7.684,17.149,10.52,46.62
-0.038,0.922,7.686,17.131,10.52,46.63
-0.12,0.903875,7.689,17.114,10.52,46.64
0.192,0.90125,7.692,17.097,10.52,46.65
-0.039,0.942625,7.694,17.081,10.52,46.65
0.043,0.883125,7.697,17.064,10.52,46.66
0.3,0.890875,7.699,17.047,10.52,46.66
0.186,0.911625,7.701,17.03,10.52,46.69
-0.082,0.88575,7.701,17.015,10.52,46.68
-0.086,0.934875,7.704,17.0,10.52,46.7
-0.075,0.9375,7.704,16.985,10.52,46.69
-0.087,0.909,7.704,16.972,10.52,46.65
-0.096,1.004875,7.705,16.96,10.52,46.63
-0.066,0.966,7.706,16.949,10.52,46.63
-0.062,1.01525,7.706,16.939,10.52,46.64
-0.126,0.9945,7.705,16.928,10.52,46.65
0.181,0.971125,7.704,16.916,10.52,46.66
-0.045,0.942625,7.704,16.906,10.52,46.66
0.054,0.90125,7.704,16.898,10.52,46.67
0.327,0.927125,7.701,16.889,10.52,46.68
0.119,0.927125,7.7,16.88,10.52,46.69
-0.095,0.898625,7.699,16.871,10.52,46.69
-0.093,0.84425,7.697,16.864,10.52,46.71
-0.085,0.90125,7.696,16.857,10.52,46.7
-0.098,0.932375,7.695,16.851,10.52,46.65
-0.105,0.927125,7.694,16.844,10.52,46.64
-0.044,0.95825,7.691,16.838,10.52,46.63
-0.116,0.95825,7.69,16.833,10.52,46.64
0.18,0.942625,7.687,16.828,10.52,46.65
-0.121,0.9945,7.686,16.823,10.52,46.66
-0.021,1.023,7.684,16.818,10.52,46.66
0.143,0.968625,7.682,16.816,10.52,46.66
0.337,0.98675,7.68,16.811,10.52,46.68
-0.044,0.9375,7.678,16.806,10.52,46.71
-0.101,0.919375,7.675,16.802,10.52,46.71
-0.09,0.932375,7.674,16.8,10.52,46.72
-0.097,0.934875,7.673,16.797,10.52,46.71
-0.107,0.898625,7.669,16.797,10.52,46.67
-0.078,0.934875,7.668,16.797,10.52,46.69
-0.083,0.906375,7.665,16.798,10.52,46.72
-0.132,0.9505,7.663,16.801,10.52,46.78
0.134,0.903875,7.66,16.802,10.52,46.83
-0.061,0.898625,7.658,16.805,10.52,46.91
0.043,0.97375,7.655,16.807,10.52,46.99
0.316,0.984125,7.653,16.807,10.52,47.1
0.065,1.01775,7.65,16.807,10.52,47.23
-0.128,0.991875,7.649,16.807,10.52,47.35
-0.128,0.909,7.645,16.806,10.52,47.47
-0.124,0.96075,7.644,16.805,10.52,47.57
-0.131,0.953,7.642,16.805,10.52,47.67
-0.084,0.922,7.639,16.802,10.52,47.79
0.118,0.88825,7.638,16.801,10.52,47.9
0.097,0.8935,7.635,16.798,10.52,48.0
-0.143,0.883125,7.634,16.795,10.52,48.11
-0.053,0.91675,7.632,16.791,10.52,48.21
0.143,0.88825,7.632,16.788,10.52,48.32
0.225,0.963375,7.628,16.777,10.52,48.54
-0.131,0.88575,7.627,16.777,10.52,48.55
-0.155,0.971125,7.627,16.771,10.52,48.65
-0.142,0.940125,7.624,16.766,10.52,48.72
-0.14,0.984125,7.623,16.761,10.52,48.78
-0.095,0.968625,7.622,16.755,10.52,48.84
-0.183,0.96075,7.619,16.749,10.52,48.93
0.107,0.9375,7.618,16.744,10.52,49.02
-0.138,0.9815,7.617,16.739,10.52,49.11
-0.051,0.922,7.614,16.735,10.52,49.19
0.153,0.88825,7.614,16.733,10.52,49.26
0.214,0.898625,7.612,16.733,10.52,49.32
-0.138,0.84425,7.61,16.736,10.52,49.4
-0.162,0.90125,7.609,16.741,10.52,49.56
-0.148,0.91675,7.608,16.75,10.52,49.77
-0.126,0.934875,7.607,16.765,10.52,49.88
-0.124,0.932375,7.604,16.785,10.52,49.94
-0.196,0.909,7.604,16.808,10.52,49.97
0.117,0.890875,7.602,16.836,10.52,50.0
-0.098,0.978875,7.602,16.864,10.52,50.03
0.003,1.056625,7.6,16.893,10.52,50.08
0.278,0.98925,7.599,16.924,10.52,50.22
0.059,0.922,7.597,16.956,10.52,50.32
-0.15,0.978875,7.597,16.986,10.52,50.42
-0.151,0.92975,7.596,17.012,10.52,50.49
-0.138,0.966,7.595,17.033,10.52,50.47
-0.085,0.906375,7.595,17.052,10.52,50.43
-0.164,0.85975,7.595,17.065,10.52,50.45
0.136,0.927125,7.595,17.075,10.52,50.4
-0.15,0.947875,7.595,17.084,10.52,50.29
-0.055,0.88825,7.596,17.087,10.52,50.17
0.111,0.927125,7.597,17.088,10.52,50.04
0.314,0.91425,7.597,17.086,10.52,49.89
-0.078,0.903875,7.599,17.082,10.52,49.76
-0.136,0.934875,7.6,17.075,10.52,49.64
-0.122,0.971125,7.603,17.067,10.52,49.52
-0.115,0.984125,7.605,17.057,10.52,49.33
-0.076,0.92975,7.608,17.044,10.52,49.14
-0.108,0.968625,7.609,17.032,10.52,48.98
-0.098,0.932375,7.612,17.017,10.52,48.82
0.13,0.953,7.613,17.002,10.52,48.68
-0.055,0.927125,7.615,16.987,10.52,48.55
0.07,0.890875,7.617,16.972,10.52,48.43
0.354,0.8805,7.619,16.957,10.52,48.29
0.025,0.896125,7.62,16.944,10.52,48.18
-0.112,0.90125,7.622,16.93,10.52,48.1
-0.105,0.94525,7.623,16.918,10.52,47.99
-0.094,0.92975,7.624,16.906,10.52,47.84
-0.102,0.90125,7.624,16.896,10.52,47.69
-0.052,0.909,7.625,16.886,10.52,47.58
-0.09,0.991875,7.627,16.878,10.52,47.5
-0.039,0.9945,7.627,16.87,10.52,47.41
0.116,0.955625,7.627,16.865,10.52,47.34
-0.034,0.978875,7.627,16.863,10.52,47.26
0.098,0.91675,7.627,16.86,10.52,47.18
0.381,0.976375,7.627,16.861,10.52,47.11
0.032,0.903875,7.627,16.862,10.52,47.06
-0.093,0.94525,7.627,16.864,10.52,47.0
-0.087,0.927125,7.624,16.868,10.52,46.96
-0.08,0.867625,7.624,16.873,10.52,46.89
-0.088,0.898625,7.624,16.88,10.52,46.81
-0.088,0.91425,7.623,16.891,10.52,46.75
-0.021,0.953,7.622,16.903,10.52,46.72
-0.106,0.919375,7.622,16.915,10.52,46.71
0.21,0.927125,7.622,16.928,10.52,46.72
-0.09,0.909,7.62,16.943,10.52,46.71
0.003,1.01775,7.619,16.957,10.52,46.7
0.192,0.984125,7.619,16.97,10.52,46.7
0.343,0.911625,7.619,16.985,10.52,46.71
-0.045,0.932375,7.618,16.997,10.52,46.71
-0.084,0.88575,7.617,17.006,10.52,46.7
-0.077,0.978875,7.617,17.016,10.52,46.72
-0.077,0.934875,7.617,17.023,10.52,46.7
-0.085,0.922,7.617,17.03,10.52,46.65
-0.085,0.87275,7.617,17.032,10.52,46.64
-0.021,0.896125,7.617,17.036,10.52,46.65
-0.102,0.942625,7.617,17.034,10.52,46.65
0.214,0.96075,7.617,17.03,10.52,46.66
-0.092,0.919375,7.617,17.023,10.51,46.66
0.005,0.903875,7.617,17.016,10.52,46.66
0.181,0.92975,7.617,17.008,10.52,46.69
0.357,1.00225,7.617,16.998,10.52,46.7
-0.035,1.043625,7.617,16.986,10.52,46.71
-0.085,0.997125,7.617,16.975,10.52,46.7
-0.078,0.953,7.617,16.962,10.52,46.72
-0.077,0.95825,7.617,16.95,10.52,46.7
-0.088,0.932375,7.617,16.938,10.52,46.66
-0.088,0.919375,7.617,16.925,10.52,46.66
-0.029,0.90125,7.617,16.91,10.52,46.67
-0.097,0.84425,7.617,16.898,10.52,46.66
0.191,0.854625,7.617,16.884,10.52,46.69
-0.088,0.85725,7.617,16.87,10.52,46.7
-0.006,0.865,7.617,16.858,10.52,46.7
0.151,0.955625,7.617,16.846,10.52,46.72
0.37,0.8935,7.617,16.834,10.52,46.73
-0.018,0.9245,7.615,16.823,10.52,46.74
-0.089,1.00225,7.614,16.812,10.52,46.72
-0.079,1.028125,7.614,16.802,10.52,46.75
-0.079,0.98675,7.614,16.792,10.52,46.72
-0.09,0.911625,7.612,16.783,10.52,46.67
-0.092,0.94525,7.612,16.775,10.52,46.67
-0.039,0.955625,7.612,16.766,10.52,46.68
-0.087,0.9945,7.609,16.757,10.52,46.69
0.16,1.01,7.609,16.75,10.52,46.7
-0.058,0.865,7.608,16.741,10.52,46.72
-0.011,0.971125,7.607,16.734,10.52,46.73
0.135,0.966,7.605,16.726,10.52,46.72
0.372,0.898625,7.604,16.72,10.52,46.71
-0.006,0.9505,7.603,16.712,10.52,46.71
-0.092,0.968625,7.602,16.706,10.52,46.7
-0.086,0.92975,7.602,16.699,10.52,46.71
-0.086,0.978875,7.599,16.691,10.52,46.67
-0.099,0.955625,7.599,16.686,10.52,46.64
-0.102,0.999625,7.597,16.68,10.52,46.63
-0.046,0.978875,7.596,16.674,10.52,46.64
-0.112,0.947875,7.595,16.668,10.52,46.64
0.19,0.968625,7.592,16.662,10.52,46.65
-0.117,0.96075,7.592,16.657,10.52,46.65
-0.018,0.953,7.59,16.649,10.52,46.64
0.149,0.903875,7.588,16.644,10.52,46.64
0.334,0.870125,7.587,16.639,10.52,46.66
-0.051,0.896125,7.585,16.634,10.52,46.67
-0.11,0.8805,7.585,16.629,10.52,46.66
-0.101,0.906375,7.582,16.623,10.52,46.68
-0.102,0.955625,7.581,16.617,10.52,46.65
-0.113,0.91425,7.58,16.612,10.52,46.6
-0.102,0.909,7.578,16.607,10.52,46.62
-0.064,0.97375,7.577,16.602,10.52,46.63
-0.142,0.997125,7.575,16.597,10.52,46.62
0.151,1.01,7.575,16.592,10.52,46.62
-0.061,0.932375,7.573,16.587,10.52,46.64
0.011,1.004875,7.571,16.584,10.52,46.64
0.253,0.890875,7.57,16.58,10.52,46.65
0.205,0.9245,7.568,16.575,10.52,46.66
-0.1,0.8935,7.567,16.57,10.52,46.67
-0.11,0.906375,7.566,16.567,10.52,46.67
-0.099,0.94525,7.565,16.565,10.52,46.66
-0.105,0.877875,7.562,16.561,10.52,46.64
-0.11,0.922,7.562,16.561,10.52,46.6
-0.055,0.971125,7.561,16.56,10.52,46.6
-0.112,0.932375,7.56,16.56,10.52,46.6
0.178,0.9945,7.557,16.561,10.52,46.61
-0.115,0.932375,7.557,16.561,10.52,46.61
-0.024,0.97375,7.556,16.564,10.52,46.64
0.133,1.04625,7.555,16.565,10.52,46.62
0.338,0.9375,7.555,16.567,10.52,46.65
-0.043,0.909,7.553,16.569,10.52,46.67
-0.105,1.03075,7.552,16.57,10.52,46.67
-0.097,0.953,7.551,16.571,10.52,46.66
-0.098,0.927125,7.55,16.571,10.52,46.66
-0.107,0.911625,7.55,16.571,10.52,46.6
-0.062,0.88575,7.548,16.569,10.52,46.6
-0.094,0.896125,7.547,16.567,10.52,46.61
0.031,0.883125,7.547,16.565,10.52,46.57
0.015,0.932375,7.547,16.562,10.52,46.54
-0.034,0.9375,7.545,16.559,10.52,46.55
0.098,0.890875,7.545,16.555,10.52,46.59
0.358,0.942625,7.545,16.552,10.52,46.6
0.013,1.007375,7.545,16.546,10.52,46.6
-0.1,0.963375,7.543,16.54,10.52,46.63
-0.092,0.953,7.542,16.535,10.52,46.65
-0.091,0.966,7.542,16.53,10.52,46.66
-0.102,0.94525,7.542,16.525,10.52,46.64
-0.048,0.903875,7.542,16.517,10.52,46.68
-0.124,0.91675,7.54,16.512,10.52,46.73
0.164,0.96075,7.54,16.508,10.52,46.82
-0.141,0.9375,7.54,16.5,10.52,46.9
-0.031,0.870125,7.54,16.495,10.52,47.0
0.134,0.92975,7.537,16.49,10.52,47.11
0.304,0.906375,7.537,16.485,10.52,47.25
-0.078,0.909,7.537,16.479,10.52,47.41
-0.131,0.903875,7.536,16.475,10.52,47.56
-0.121,0.88575,7.535,16.47,10.52,47.71
-0.124,0.978875,7.535,16.464,10.52,47.81
-0.08,1.01775,7.535,16.46,10.52,47.91
-0.137,1.028125,7.532,16.455,10.52,48.05
0.087,0.909,7.532,16.45,10.52,48.2
-0.108,0.92975,7.532,16.448,10.52,48.35
-0.051,0.903875,7.53,16.443,10.52,48.49
0.09,0.947875,7.53,16.438,10.52,48.6
0.318,0.991875,7.53,16.435,10.52,48.72
-0.055,0.906375,7.53,16.432,10.52,48.87
-0.134,0.88825,7.528,16.429,10.52,49.01
-0.121,0.90125,7.527,16.427,10.52,49.15
-0.104,0.909,7.527,16.427,10.52,49.23
-0.078,0.8495,7.527,16.424,10.52,49.31
-0.161,0.90125,7.526,16.424,10.52,49.4
0.123,0.890875,7.525,16.425,10.52,49.49
-0.078,0.98925,7.525,16.427,10.52,49.57
0.0,0.9815,7.525,16.429,10.52,49.67
0.251,1.06175,7.522,16.434,10.52,49.77
0.153,0.94525,7.522,16.444,10.52,49.84
-0.119,0.922,7.522,16.458,10.52,49.93
-0.12,0.934875,7.522,16.478,10.52,50.0
-0.106,0.927125,7.52,16.51,10.52,50.03
-0.047,0.91425,7.52,16.55,10.52,50.01
-0.135,0.94525,7.52,16.602,10.52,50.0
0.192,0.87275,7.517,16.663,10.52,49.96
-0.141,0.90125,7.517,16.735,10.52,49.9
-0.013,0.947875,7.517,16.813,10.52,49.79
0.168,0.903875,7.517,16.901,10.52,49.66
0.318,0.934875,7.516,16.996,10.52,49.5
-0.064,0.9505,7.516,17.09,10.52,49.34
-0.103,0.903875,7.517,17.186,10.52,49.2
-0.088,0.976375,7.517,17.277,10.52,49.06
-0.083,1.0385,7.517,17.36,10.52,48.86
-0.023,0.9945,7.52,17.437,10.52,48.67
-0.113,0.942625,7.523,17.51,10.52,48.53
0.216,0.97375,7.526,17.575,10.52,48.4
-0.102,1.007375,7.531,17.632,10.52,48.27
0.171,0.9375,7.538,17.681,10.52,48.16
0.278,0.92975,7.546,17.725,10.52,48.06
0.338,0.94525,7.554,17.761,10.52,47.94
-0.048,0.85725,7.564,17.788,10.52,47.84
-0.081,0.922,7.576,17.809,10.52,47.77
-0.071,0.87275,7.599,17.828,10.52,47.52
-0.071,0.966,7.6,17.827,10.52,47.51
-0.054,0.934875,7.614,17.823,10.52,47.39
-0.03,0.875375,7.628,17.81,10.52,47.28
