ECG,foot GSR,HR,marker,RESP
-0.037,1.193,69.99300069993001,17.63,12.122
0.249,1.193,69.99300069993001,17.72,12.262
0.276,1.193,69.99300069993001,17.7,12.394
-0.16,1.193,69.99300069993001,17.67,12.522
-0.204,1.193,69.99300069993001,17.68,12.64
-0.234,1.193,69.99300069993001,17.69,12.732
-0.251,1.193,69.99300069993001,17.68,12.818
-0.251,1.193,69.99300069993001,17.73,12.886
-0.223,1.193,69.99300069993001,17.75,12.946
0.085,1.193,69.99300069993001,17.62,12.996
-0.104,1.192,69.99300069993001,17.54,13.038
-0.142,1.191,69.99300069993001,17.57,13.07
-0.017,1.191,75.99240075992401,17.52,13.08
0.257,1.192,75.99240075992401,17.67,13.038
0.35,1.191,75.99240075992401,17.65,12.95
-0.062,1.191,75.99240075992401,18.12,12.844
-0.087,1.191,75.99240075992401,18.86,12.738
-0.095,1.191,75.99240075992401,18.3,12.618
-0.098,1.191,75.99240075992401,17.75,12.5
-0.089,1.191,75.99240075992401,17.68,12.396
-0.061,1.191,75.99240075992401,17.59,12.23
-0.066,1.191,75.99240075992401,17.63,12.226
0.479,1.191,75.99240075992401,17.59,12.164
-0.142,1.191,75.99240075992401,17.57,12.116
0.037,1.191,75.99240075992401,17.54,12.074
0.202,1.191,75.99240075992401,17.54,12.036
0.51,1.191,75.99240075992401,17.56,11.994
0.175,1.191,75.99240075992401,17.56,11.958
-0.038,1.191,73.992600739926,17.56,11.934
-0.039,1.191,73.992600739926,17.56,11.904
-0.058,1.191,73.992600739926,17.56,11.858
-0.065,1.191,73.992600739926,17.56,11.826
-0.063,1.191,73.992600739926,17.54,11.806
-0.061,1.191,73.992600739926,17.54,11.788
-0.061,1.191,73.992600739926,17.54,11.776
-0.036,1.191,73.992600739926,17.54,11.776
0.556,1.191,73.992600739926,17.53,11.778
-0.232,1.191,73.992600739926,17.53,11.776
0.014,1.191,73.992600739926,17.53,11.774
0.131,1.191,73.992600739926,17.53,11.77
0.416,1.191,73.992600739926,17.53,11.764
0.261,1.191,73.992600739926,17.52,11.76
-0.083,1.188,64.993500649935,17.52,11.766
-0.114,1.188,64.993500649935,17.52,11.774
-0.153,1.189,64.993500649935,17.52,11.76
-0.182,1.188,64.993500649935,17.51,11.782
-0.199,1.189,64.993500649935,17.51,11.842
-0.213,1.188,64.993500649935,17.51,11.92
-0.224,1.188,64.993500649935,17.5,12.016
0.335,1.188,64.993500649935,17.5,12.12
0.373,1.188,64.993500649935,17.5,12.24
-0.367,1.188,64.993500649935,17.5,12.36
-0.171,1.188,69.99300069993001,17.5,12.474
-0.059,1.188,69.99300069993001,17.5,12.582
0.231,1.188,69.99300069993001,17.48,12.742
0.24,1.188,69.99300069993001,17.48,12.748
-0.18,1.188,69.99300069993001,17.48,12.834
-0.22,1.188,69.99300069993001,17.47,12.912
-0.241,1.188,69.99300069993001,17.47,12.964
-0.245,1.188,69.99300069993001,17.47,13.014
-0.234,1.188,69.99300069993001,17.47,13.05
-0.188,1.188,69.99300069993001,17.47,13.072
-0.195,1.188,69.99300069993001,17.47,13.054
0.324,1.188,69.99300069993001,17.46,12.98
-0.151,1.188,69.99300069993001,17.46,12.884
0.0,1.188,69.99300069993001,17.45,12.774
0.212,1.187,67.993200679932,17.45,12.654
0.473,1.187,67.993200679932,17.45,12.546
0.063,1.186,67.993200679932,17.45,12.45
-0.048,1.186,67.993200679932,17.43,12.376
-0.051,1.186,67.993200679932,17.42,12.28
-0.065,1.186,67.993200679932,17.42,12.174
-0.065,1.186,67.993200679932,17.42,12.078
-0.058,1.186,67.993200679932,17.42,12.004
-0.049,1.186,67.993200679932,17.42,11.948
-0.033,1.186,67.993200679932,17.42,11.906
0.585,1.186,67.993200679932,17.42,11.88
-0.221,1.186,67.993200679932,17.42,11.862
0.038,1.186,67.993200679932,17.41,11.848
0.167,1.186,67.993200679932,17.41,11.848
0.481,1.186,67.993200679932,17.41,11.838
0.329,1.186,67.993200679932,17.4,11.826
-0.012,1.186,67.993200679932,17.4,11.826
-0.02,1.186,68.99310068993101,17.4,11.822
-0.041,1.186,68.99310068993101,17.4,11.786
-0.063,1.186,68.99310068993101,17.4,11.754
-0.074,1.186,68.99310068993101,17.39,11.738
-0.091,1.186,68.99310068993101,17.39,11.722
-0.109,1.186,68.99310068993101,17.39,11.716
-0.103,1.186,68.99310068993101,17.39,11.722
0.233,1.184,68.99310068993101,17.37,11.744
-0.079,1.184,68.99310068993101,17.37,11.784
-0.107,1.183,68.99310068993101,17.37,11.848
-0.018,1.183,64.993500649935,17.37,11.924
0.242,1.183,64.993500649935,17.37,12.014
0.335,1.183,64.993500649935,17.37,12.144
-0.131,1.183,64.993500649935,17.37,12.276
-0.19,1.183,64.993500649935,17.36,12.398
-0.218,1.183,64.993500649935,17.36,12.484
-0.245,1.183,64.993500649935,17.36,12.568
-0.253,1.183,64.993500649935,17.36,12.656
-0.258,1.183,64.993500649935,17.35,12.746
-0.235,1.183,64.993500649935,17.35,12.82
0.294,1.183,64.993500649935,17.35,12.886
-0.355,1.183,64.993500649935,17.35,12.948
-0.163,1.183,64.993500649935,17.35,13.008
-0.032,1.183,71.99280071992801,17.35,13.054
0.272,1.183,71.99280071992801,17.35,13.086
0.276,1.183,71.99280071992801,17.34,13.106
-0.115,1.183,71.99280071992801,17.34,13.108
-0.137,1.183,71.99280071992801,17.34,13.056
-0.146,1.183,71.99280071992801,17.34,12.942
-0.148,1.183,71.99280071992801,17.34,12.818
-0.147,1.183,71.99280071992801,17.34,12.69
-0.112,1.183,71.99280071992801,17.32,12.58
-0.121,1.183,71.99280071992801,17.32,12.498
0.368,1.182,71.99280071992801,17.32,12.444
-0.065,1.183,71.99280071992801,17.32,12.4
0.053,1.182,71.99280071992801,17.32,12.354
0.278,1.182,71.99280071992801,17.32,12.294
0.523,1.181,71.99280071992801,17.32,12.228
0.088,1.183,71.99280071992801,17.31,12.15
-0.009,1.181,74.99250074992501,17.3,12.09
-0.011,1.181,74.99250074992501,17.3,12.01
-0.028,1.181,74.99250074992501,17.3,11.92
-0.031,1.181,74.99250074992501,17.3,11.86
-0.029,1.181,74.99250074992501,17.3,11.82
-0.008,1.181,74.99250074992501,17.29,11.802
0.375,1.181,74.99250074992501,17.29,11.796
-0.015,1.181,74.99250074992501,17.29,11.796
0.019,1.181,74.99250074992501,17.29,11.79
0.119,1.181,74.99250074992501,17.28,11.796
0.382,1.181,74.99250074992501,17.28,11.804
0.417,1.181,74.99250074992501,17.28,11.806
-0.019,1.181,74.99250074992501,17.28,11.81
-0.067,1.181,71.99280071992801,17.28,11.81
-0.101,1.181,71.99280071992801,17.28,11.776
-0.14,1.181,71.99280071992801,17.28,11.752
-0.16,1.181,71.99280071992801,17.26,11.77
-0.18,1.181,71.99280071992801,17.26,11.836
-0.173,1.181,71.99280071992801,17.26,11.938
0.011,1.181,71.99280071992801,17.26,12.062
0.001,1.181,71.99280071992801,17.26,12.19
-0.173,1.181,71.99280071992801,17.26,12.308
-0.077,1.181,69.99300069993001,17.26,12.422
0.169,1.181,69.99300069993001,17.25,12.53
0.302,1.181,69.99300069993001,17.25,12.63
-0.148,1.181,69.99300069993001,17.25,12.728
-0.213,1.181,69.99300069993001,17.25,12.812
-0.245,1.178,69.99300069993001,17.25,12.862
-0.262,1.179,69.99300069993001,17.25,12.91
-0.258,1.179,69.99300069993001,17.25,12.956
-0.22,1.181,69.99300069993001,17.25,13.002
-0.218,1.179,69.99300069993001,17.24,13.05
0.211,1.178,69.99300069993001,17.24,13.074
-0.186,1.178,69.99300069993001,17.24,13.064
-0.058,1.178,69.99300069993001,17.24,12.996
0.181,1.178,75.99240075992401,17.24,12.91
0.39,1.178,75.99240075992401,17.24,12.81
-0.038,1.178,75.99240075992401,17.24,12.696
-0.111,1.178,75.99240075992401,17.24,12.606
-0.118,1.178,75.99240075992401,17.24,12.5
-0.129,1.178,75.99240075992401,17.24,12.408
-0.114,1.178,75.99240075992401,17.24,12.338
-0.101,1.178,75.99240075992401,17.23,12.264
-0.08,1.178,75.99240075992401,17.23,12.206
0.419,1.178,75.99240075992401,17.23,12.176
-0.162,1.178,75.99240075992401,17.23,12.144
-0.036,1.178,75.99240075992401,17.23,12.082
0.075,1.178,72.99270072992701,17.23,12.08
0.368,1.178,72.99270072992701,17.23,12.056
0.355,1.178,72.99270072992701,17.21,12.038
-0.06,1.178,72.99270072992701,17.21,12.032
-0.075,1.178,72.99270072992701,17.21,12.0
-0.083,1.177,72.99270072992701,17.21,11.922
-0.1,1.178,72.99270072992701,17.21,11.882
-0.099,1.177,72.99270072992701,17.21,11.872
-0.097,1.177,72.99270072992701,17.21,11.874
-0.084,1.176,72.99270072992701,17.21,11.888
-0.083,1.178,72.99270072992701,17.21,11.896
0.454,1.178,72.99270072992701,17.2,11.892
-0.191,1.177,72.99270072992701,17.2,11.902
0.001,1.176,72.99270072992701,17.2,11.912
0.155,1.176,72.99270072992701,17.2,11.896
0.471,1.176,72.99270072992701,17.2,11.882
0.173,1.176,72.99270072992701,17.2,11.872
-0.067,1.176,67.993200679932,17.2,11.88
-0.061,1.176,67.993200679932,17.2,11.862
-0.082,1.176,67.993200679932,17.19,11.814
-0.088,1.176,67.993200679932,17.19,11.784
-0.083,1.176,67.993200679932,17.19,11.76
-0.08,1.176,67.993200679932,17.19,11.756
-0.073,1.176,67.993200679932,17.19,11.758
-0.062,1.176,67.993200679932,17.19,11.758
-0.05,1.176,67.993200679932,17.19,11.746
0.528,1.176,67.993200679932,17.19,11.746
-0.242,1.176,67.993200679932,17.19,11.74
0.001,1.176,67.993200679932,17.19,11.724
0.119,1.176,67.993200679932,17.19,11.726
0.409,1.176,67.993200679932,17.19,11.722
0.241,1.176,67.993200679932,17.19,11.704
-0.098,1.176,60.993900609939004,17.18,11.706
-0.128,1.176,60.993900609939004,17.18,11.734
-0.163,1.176,60.993900609939004,17.18,11.762
-0.188,1.176,60.993900609939004,17.18,11.832
-0.199,1.174,60.993900609939004,17.18,11.932
-0.208,1.176,60.993900609939004,17.17,12.034
-0.216,1.176,60.993900609939004,17.17,12.118
-0.203,1.173,60.993900609939004,17.18,12.206
-0.219,1.176,60.993900609939004,17.18,12.294
0.207,1.173,60.993900609939004,17.18,12.386
-0.229,1.176,60.993900609939004,17.17,12.484
-0.108,1.174,60.993900609939004,17.17,12.586
0.104,1.176,62.99370062993701,17.17,12.688
0.37,1.176,62.99370062993701,17.17,12.784
-0.052,1.176,62.99370062993701,17.17,12.864
-0.189,1.176,62.99370062993701,17.17,12.932
-0.205,1.176,62.99370062993701,17.17,12.944
-0.218,1.176,62.99370062993701,17.17,12.966
-0.214,1.176,62.99370062993701,17.17,12.996
-0.203,1.176,62.99370062993701,17.17,13.02
-0.163,1.176,62.99370062993701,17.15,13.01
-0.091,1.176,62.99370062993701,17.15,12.952
0.193,1.176,62.99370062993701,17.15,12.872
-0.011,1.176,62.99370062993701,17.15,12.798
0.054,1.176,62.99370062993701,17.15,12.716
0.27,1.176,71.99280071992801,17.15,12.616
0.462,1.176,71.99280071992801,17.15,12.522
0.003,1.176,71.99280071992801,17.15,12.434
-0.057,1.176,71.99280071992801,17.14,12.288
-0.057,1.176,71.99280071992801,17.15,12.282
-0.071,1.176,71.99280071992801,17.14,12.188
-0.067,1.176,71.99280071992801,17.14,12.11
-0.066,1.176,71.99280071992801,17.14,12.06
-0.048,1.176,71.99280071992801,17.14,12.024
-0.041,1.176,71.99280071992801,17.14,11.992
0.528,1.176,71.99280071992801,17.14,11.95
-0.194,1.176,71.99280071992801,17.14,11.908
0.028,1.176,71.99280071992801,17.14,11.874
0.175,1.176,71.99280071992801,17.14,11.916
0.511,1.176,71.99280071992801,17.14,11.98
0.263,1.176,71.99280071992801,17.14,12.02
-0.027,1.176,67.993200679932,17.14,12.032
-0.031,1.176,67.993200679932,17.13,12.018
-0.058,1.176,67.993200679932,17.13,11.962
-0.088,1.176,67.993200679932,17.13,11.906
-0.11,1.176,67.993200679932,17.13,11.866
-0.128,1.176,67.993200679932,17.13,11.854
-0.124,1.176,67.993200679932,17.13,11.852
-0.162,1.176,67.993200679932,17.13,11.894
0.294,1.176,67.993200679932,17.13,11.966
-0.182,1.176,67.993200679932,17.13,12.052
-0.07,1.176,67.993200679932,17.13,12.16
0.128,1.176,67.993200679932,17.13,12.278
0.411,1.176,67.993200679932,17.13,12.392
-0.026,1.176,67.993200679932,17.12,12.498
-0.186,1.176,67.993200679932,17.12,12.604
-0.209,1.176,67.993200679932,17.12,12.686
-0.24,1.176,67.993200679932,17.12,12.774
-0.251,1.176,67.993200679932,17.12,12.874
-0.235,1.176,67.993200679932,17.12,12.964
-0.226,1.176,67.993200679932,17.12,13.048
0.378,1.176,67.993200679932,17.12,13.116
-0.373,1.176,67.993200679932,17.12,13.18
-0.094,1.176,67.993200679932,17.12,13.218
0.074,1.176,74.99250074992501,17.12,13.216
0.404,1.176,74.99250074992501,17.12,13.148
0.166,1.176,74.99250074992501,17.12,13.044
-0.076,1.176,74.99250074992501,17.12,12.914
-0.077,1.177,74.99250074992501,17.12,12.758
-0.084,1.176,74.99250074992501,17.12,12.594
-0.078,1.176,74.99250074992501,17.1,12.456
-0.063,1.176,74.99250074992501,17.1,12.35
-0.03,1.176,74.99250074992501,17.1,12.264
0.318,1.177,74.99250074992501,17.1,12.204
0.041,1.176,74.99250074992501,17.1,12.156
0.019,1.177,74.99250074992501,17.1,12.116
0.126,1.177,74.99250074992501,17.1,12.078
0.408,1.177,74.99250074992501,17.1,12.044
0.462,1.178,74.99250074992501,17.1,12.006
0.019,1.178,74.99250074992501,17.1,11.976
-0.011,1.178,74.99250074992501,17.09,11.96
-0.017,1.178,74.99250074992501,17.09,11.922
-0.032,1.178,74.99250074992501,17.09,11.878
-0.033,1.178,74.99250074992501,17.09,11.856
-0.032,1.178,74.99250074992501,17.09,11.848
-0.008,1.178,74.99250074992501,17.09,11.84
-0.035,1.181,74.99250074992501,17.09,11.838
0.423,1.181,74.99250074992501,17.09,11.844
-0.016,1.181,74.99250074992501,17.09,11.844
0.078,1.181,74.99250074992501,17.09,11.842
0.269,1.181,74.99250074992501,17.09,11.844
0.508,1.181,74.99250074992501,17.09,11.844
0.063,1.181,74.99250074992501,17.09,11.846
-0.079,1.181,69.99300069993001,17.09,11.86
-0.102,1.181,69.99300069993001,17.09,11.862
-0.142,1.181,69.99300069993001,17.09,11.858
-0.162,1.181,69.99300069993001,17.09,11.896
-0.175,1.181,69.99300069993001,17.09,11.958
-0.181,1.181,69.99300069993001,17.09,12.038
-0.176,1.181,69.99300069993001,17.08,12.138
0.414,1.181,69.99300069993001,17.08,12.238
-0.408,1.181,69.99300069993001,17.08,12.334
-0.145,1.181,69.99300069993001,17.08,12.428
-0.016,1.181,67.993200679932,17.08,12.522
0.296,1.181,67.993200679932,17.08,12.622
0.169,1.181,67.993200679932,17.08,12.722
-0.188,1.181,67.993200679932,17.08,12.818
-0.214,1.181,67.993200679932,17.08,12.882
-0.24,1.181,67.993200679932,17.08,12.93
-0.245,1.181,67.993200679932,17.08,12.972
-0.219,1.181,67.993200679932,17.08,13.02
-0.208,1.181,67.993200679932,17.08,13.052
0.398,1.181,67.993200679932,17.07,13.078
-0.353,1.181,67.993200679932,17.07,13.062
-0.075,1.181,67.993200679932,17.07,13.0
0.094,1.181,77.99220077992202,17.07,12.912
0.422,1.181,77.99220077992202,17.07,12.82
0.166,1.181,77.99220077992202,17.07,12.716
-0.059,1.181,77.99220077992202,17.07,12.616
-0.051,1.178,77.99220077992202,17.07,12.512
-0.062,1.178,77.99220077992202,17.07,12.384
-0.06,1.178,77.99220077992202,17.07,12.28
-0.054,1.178,77.99220077992202,17.07,12.198
-0.025,1.178,77.99220077992202,17.07,12.138
-0.057,1.178,77.99220077992202,17.07,12.088
0.451,1.178,77.99220077992202,17.07,12.048
-0.031,1.178,77.99220077992202,17.07,12.008
0.079,1.178,77.99220077992202,17.07,11.98
0.281,1.178,77.99220077992202,17.06,11.956
0.556,1.178,77.99220077992202,17.07,11.94
0.125,1.178,77.99220077992202,17.06,11.928
-0.009,1.178,71.99280071992801,17.06,11.922
-0.008,1.178,71.99280071992801,17.06,11.898
-0.03,1.178,71.99280071992801,17.06,11.852
-0.038,1.178,71.99280071992801,17.06,11.822
-0.04,1.178,71.99280071992801,17.06,11.804
-0.045,1.178,71.99280071992801,17.06,11.79
-0.041,1.178,71.99280071992801,17.06,11.78
-0.066,1.178,71.99280071992801,17.06,11.784
0.352,1.178,71.99280071992801,17.04,11.788
-0.085,1.178,71.99280071992801,17.04,11.794
-0.008,1.178,71.99280071992801,17.04,11.804
0.189,1.177,66.993300669933,17.04,11.842
0.429,1.177,66.993300669933,17.04,11.928
-0.027,1.176,66.993300669933,17.04,12.022
0.142,1.176,66.993300669933,17.04,12.134
0.942,1.176,66.993300669933,17.04,12.206
-0.293,1.176,66.993300669933,17.04,12.278
-0.313,1.176,66.993300669933,17.04,12.362
-0.323,1.176,66.993300669933,17.04,12.46
-0.159,1.178,66.993300669933,17.04,12.554
-0.255,1.177,66.993300669933,17.04,12.634
-0.256,1.178,66.993300669933,17.04,12.718
-0.27,1.178,66.993300669933,17.04,12.792
-0.277,1.178,66.993300669933,17.04,12.858
-0.275,1.178,66.993300669933,17.04,12.914
-0.264,1.178,66.993300669933,17.04,12.966
-0.248,1.178,66.993300669933,17.04,12.994
-0.227,1.178,66.993300669933,17.04,13.024
-0.206,1.178,66.993300669933,17.04,13.05
-0.184,1.178,66.993300669933,17.04,13.04
-0.162,1.177,66.993300669933,17.03,12.97
-0.123,1.176,66.993300669933,17.03,12.874
-0.125,1.176,66.993300669933,17.04,12.772
0.394,1.177,66.993300669933,17.03,12.66
-0.128,1.177,66.993300669933,17.03,12.55
0.02,1.176,66.993300669933,17.03,12.454
0.174,1.176,66.993300669933,17.03,12.378
0.46,1.176,66.993300669933,17.03,12.304
0.378,1.176,66.993300669933,17.03,12.232
0.051,1.176,66.993300669933,17.03,12.182
-0.018,1.176,66.993300669933,17.03,12.096
-0.046,1.176,50.994900509949005,17.03,12.012
-0.051,1.176,50.994900509949005,17.03,11.958
-0.05,1.176,50.994900509949005,17.03,11.928
-0.036,1.176,50.994900509949005,17.03,11.906
-0.026,1.176,50.994900509949005,17.03,11.884
0.582,1.176,50.994900509949005,17.02,11.872
-0.223,1.176,50.994900509949005,17.02,11.862
0.044,1.174,50.994900509949005,17.02,11.856
0.175,1.174,50.994900509949005,17.02,11.852
0.461,1.176,50.994900509949005,17.02,11.846
0.281,1.176,50.994900509949005,17.02,11.832
-0.042,1.176,68.99310068993101,17.02,11.83
-0.058,1.176,68.99310068993101,17.02,11.822
-0.082,1.174,68.99310068993101,17.02,11.788
-0.092,1.173,68.99310068993101,17.02,11.764
-0.091,1.176,68.99310068993101,17.02,11.764
-0.079,1.174,68.99310068993101,17.02,11.79
-0.08,1.174,68.99310068993101,17.02,11.806
0.497,1.173,68.99310068993101,17.02,11.802
-0.28,1.173,68.99310068993101,17.02,11.79
-0.04,1.173,68.99310068993101,17.02,11.788
0.08,1.173,71.99280071992801,17.02,11.79
0.378,1.173,71.99280071992801,17.02,11.804
0.169,1.173,71.99280071992801,17.02,11.832
-0.155,1.173,71.99280071992801,17.02,11.904
-0.183,1.173,71.99280071992801,17.02,11.974
-0.219,1.173,71.99280071992801,17.02,12.028
-0.239,1.173,71.99280071992801,17.02,12.106
-0.227,1.173,71.99280071992801,17.02,12.196
0.102,1.173,71.99280071992801,17.02,12.288
-0.229,1.173,71.99280071992801,17.02,12.38
-0.213,1.173,71.99280071992801,17.02,12.482
-0.095,1.173,80.991900809919,17.02,12.58
0.193,1.173,80.991900809919,17.01,12.668
0.221,1.173,80.991900809919,17.01,12.746
-0.179,1.173,80.991900809919,17.01,12.826
-0.204,1.173,80.991900809919,17.01,12.882
-0.214,1.173,80.991900809919,17.01,12.894
-0.206,1.173,80.991900809919,17.01,12.87
-0.168,1.173,80.991900809919,17.01,12.802
0.275,1.173,80.991900809919,17.01,12.722
-0.184,1.171,80.991900809919,17.01,12.648
-0.076,1.171,80.991900809919,17.01,12.56
0.051,1.171,83.991600839916,17.01,12.472
0.345,1.171,83.991600839916,17.01,12.422
0.302,1.171,83.991600839916,17.01,12.432
-0.072,1.171,83.991600839916,17.01,12.458
-0.081,1.171,83.991600839916,17.01,12.47
-0.088,1.171,83.991600839916,16.99,12.448
-0.103,1.171,83.991600839916,16.99,12.416
-0.089,1.171,83.991600839916,17.01,12.386
-0.083,1.171,83.991600839916,16.99,12.372
0.552,1.171,83.991600839916,16.99,12.368
-0.253,1.171,83.991600839916,16.99,12.31
-0.012,1.171,83.991600839916,16.99,12.302
0.124,1.171,83.991600839916,16.99,12.286
0.45,1.171,83.991600839916,16.99,12.272
0.239,1.171,83.991600839916,16.99,12.266
-0.06,1.171,78.99210078992101,16.99,12.268
-0.058,1.171,78.99210078992101,16.99,12.268
-0.08,1.169,78.99210078992101,16.99,12.218
-0.094,1.169,78.99210078992101,16.99,12.16
-0.082,1.171,78.99210078992101,16.99,12.136
-0.073,1.171,78.99210078992101,16.99,12.132
-0.055,1.169,78.99210078992101,16.99,12.14
-0.049,1.171,78.99210078992101,16.99,12.152
0.533,1.168,78.99210078992101,16.99,12.138
-0.207,1.168,78.99210078992101,16.99,12.116
0.013,1.168,78.99210078992101,16.99,12.106
0.156,1.168,78.99210078992101,16.99,12.098
0.459,1.168,78.99210078992101,16.99,12.09
0.272,1.168,78.99210078992101,16.99,12.092
-0.026,1.168,66.993300669933,16.99,12.09
-0.06,1.168,66.993300669933,16.99,12.068
-0.074,1.168,66.993300669933,16.99,11.976
-0.084,1.168,66.993300669933,16.99,11.91
-0.083,1.168,66.993300669933,16.99,11.886
-0.078,1.168,66.993300669933,16.98,11.864
-0.073,1.168,66.993300669933,16.98,11.852
-0.074,1.168,66.993300669933,16.98,11.854
-0.057,1.168,66.993300669933,16.98,11.85
0.496,1.168,66.993300669933,16.98,11.836
-0.194,1.168,66.993300669933,16.98,11.784
0.018,1.168,66.993300669933,16.98,11.762
0.155,1.168,66.993300669933,16.98,11.746
0.446,1.168,66.993300669933,16.98,11.734
0.237,1.168,66.993300669933,16.98,11.712
-0.042,1.168,61.99380061993801,16.98,11.702
-0.031,1.168,61.99380061993801,16.98,11.688
-0.034,1.168,61.99380061993801,16.98,11.658
-0.043,1.168,61.99380061993801,16.98,11.634
-0.064,1.168,61.99380061993801,16.98,11.616
-0.099,1.168,61.99380061993801,16.97,11.586
-0.132,1.168,61.99380061993801,16.97,11.41
-0.154,1.168,61.99380061993801,16.97,11.274
-0.186,1.168,61.99380061993801,16.97,11.236
0.266,1.168,61.99380061993801,16.97,11.314
-0.262,1.168,61.99380061993801,16.97,11.462
-0.142,1.168,61.99380061993801,16.97,11.63
0.027,1.168,62.99370062993701,16.97,11.796
0.317,1.168,62.99370062993701,16.97,11.942
-0.061,1.168,62.99370062993701,16.97,12.088
-0.256,1.167,62.99370062993701,16.97,12.22
-0.282,1.167,62.99370062993701,16.97,12.306
-0.308,1.166,62.99370062993701,16.97,12.38
-0.32,1.166,62.99370062993701,16.97,12.458
-0.323,1.166,62.99370062993701,16.97,12.528
-0.3,1.166,62.99370062993701,16.97,12.596
-0.322,1.166,62.99370062993701,16.97,12.658
0.164,1.167,62.99370062993701,16.97,12.722
-0.323,1.166,62.99370062993701,16.97,12.778
-0.161,1.166,62.99370062993701,16.97,12.822
0.055,1.166,70.992900709929,16.97,12.852
0.326,1.166,70.992900709929,16.97,12.87
-0.071,1.166,70.992900709929,16.97,12.852
-0.182,1.166,70.992900709929,16.97,12.784
-0.184,1.166,70.992900709929,16.97,12.666
-0.19,1.166,70.992900709929,16.97,12.54
-0.183,1.166,70.992900709929,16.97,12.438
-0.172,1.166,70.992900709929,16.97,12.344
-0.137,1.166,70.992900709929,16.97,12.266
-0.145,1.166,70.992900709929,16.97,12.198
0.29,1.166,70.992900709929,16.97,12.13
-0.111,1.166,70.992900709929,16.97,12.074
-0.01,1.166,70.992900709929,16.97,12.03
0.213,1.166,71.99280071992801,16.97,11.994
0.44,1.166,71.99280071992801,16.96,11.966
-0.014,1.166,71.99280071992801,16.96,11.944
-0.102,1.166,71.99280071992801,16.96,11.928
-0.099,1.166,71.99280071992801,16.96,11.89
-0.117,1.166,71.99280071992801,16.96,11.844
-0.119,1.166,71.99280071992801,16.96,11.814
-0.114,1.166,71.99280071992801,16.96,11.796
-0.107,1.166,71.99280071992801,16.96,11.782
-0.081,1.166,71.99280071992801,16.96,11.774
-0.088,1.164,71.99280071992801,16.96,11.776
0.403,1.164,71.99280071992801,16.96,11.776
-0.134,1.166,71.99280071992801,16.96,11.772
0.015,1.163,71.99280071992801,16.96,11.764
0.178,1.164,71.99280071992801,16.96,11.754
0.466,1.163,71.99280071992801,16.96,11.754
0.128,1.163,71.99280071992801,16.96,11.744
-0.096,1.163,64.993500649935,16.96,11.738
-0.118,1.166,64.993500649935,16.95,11.728
-0.159,1.166,64.993500649935,16.95,11.71
-0.185,1.166,64.993500649935,16.95,11.704
-0.204,1.166,64.993500649935,16.95,11.738
-0.215,1.164,64.993500649935,16.95,11.806
0.249,1.163,64.993500649935,16.95,11.894
0.375,1.163,64.993500649935,16.95,12.006
-0.297,1.163,64.993500649935,16.95,12.14
-0.179,1.163,74.99250074992501,16.95,12.28
-0.066,1.163,74.99250074992501,16.95,12.406
0.219,1.163,74.99250074992501,16.95,12.61
0.256,1.163,74.99250074992501,16.95,12.614
-0.176,1.163,74.99250074992501,16.95,12.712
-0.219,1.163,74.99250074992501,16.95,12.788
-0.242,1.163,74.99250074992501,16.95,12.838
-0.25,1.163,74.99250074992501,16.95,12.894
-0.225,1.163,74.99250074992501,16.95,12.95
-0.213,1.163,74.99250074992501,16.95,13.002
0.391,1.163,74.99250074992501,16.95,13.038
-0.35,1.163,74.99250074992501,16.95,13.038
-0.077,1.163,74.99250074992501,16.95,12.978
0.095,1.163,71.99280071992801,16.95,12.882
0.42,1.163,71.99280071992801,16.95,12.772
0.15,1.163,71.99280071992801,16.95,12.662
-0.067,1.163,71.99280071992801,16.95,12.554
-0.065,1.163,71.99280071992801,16.95,12.436
-0.076,1.163,71.99280071992801,16.95,12.298
-0.075,1.163,71.99280071992801,16.95,12.178
-0.059,1.163,71.99280071992801,16.93,12.09
-0.046,1.161,71.99280071992801,16.93,12.026
0.581,1.161,71.99280071992801,16.93,11.984
-0.246,1.162,71.99280071992801,16.93,11.954
0.022,1.161,71.99280071992801,16.93,11.928
0.154,1.161,71.99280071992801,16.93,11.904
0.471,1.161,71.99280071992801,16.93,11.886
0.309,1.161,71.99280071992801,16.93,11.864
-0.015,1.161,71.99280071992801,16.93,11.85
-0.014,1.161,75.99240075992401,16.93,11.842
-0.026,1.161,75.99240075992401,16.93,11.802
-0.037,1.161,75.99240075992401,16.93,11.76
-0.033,1.161,75.99240075992401,16.93,11.738
-0.029,1.161,75.99240075992401,16.93,11.712
-0.003,1.161,75.99240075992401,16.93,11.7
0.264,1.161,75.99240075992401,16.93,11.688
0.08,1.161,75.99240075992401,16.93,11.684
-0.009,1.161,75.99240075992401,16.93,11.676
0.068,1.161,75.99240075992401,16.93,11.676
0.306,1.161,75.99240075992401,16.93,11.676
0.386,1.161,75.99240075992401,16.93,11.69
-0.067,1.161,75.99240075992401,16.93,11.726
-0.128,1.161,69.99300069993001,16.93,11.806
-0.157,1.161,69.99300069993001,16.93,11.88
-0.187,1.161,69.99300069993001,16.93,11.968
-0.199,1.159,69.99300069993001,16.93,12.088
-0.208,1.158,69.99300069993001,16.93,12.21
-0.183,1.158,69.99300069993001,16.93,12.328
-0.158,1.158,69.99300069993001,16.93,12.43
0.159,1.158,69.99300069993001,16.93,12.534
