ECG,foot GSR,hand GSR,HR,marker,RESP
0.045,19.268,8.023,66.0,14.8,33.6
0.166,19.26,8.021,64.0,14.8,33.55
0.134,19.252,8.014,64.0,14.8,33.53
-0.03,19.243,8.007,64.0,14.8,33.5
-0.028,19.236,8.001,64.0,14.8,33.47
-0.038,19.228,7.996,64.0,14.8,33.44
-0.057,19.222,7.99,64.0,14.8,33.29
-0.065,19.209,7.986,64.0,14.8,33.23
-0.067,19.202,7.981,64.0,14.8,33.23
-0.05,19.198,7.976,64.0,14.8,33.23
-0.057,19.191,7.968,64.0,14.8,33.25
-0.076,19.185,7.962,64.0,14.8,33.26
0.172,19.177,7.956,64.0,14.8,33.24
-0.054,19.17,7.951,64.0,14.8,33.23
-0.022,19.163,7.946,64.0,14.8,33.23
0.05,19.156,7.941,88.0,14.8,33.22
0.171,19.149,7.936,88.0,14.8,33.22
0.091,19.143,7.93,88.0,14.8,33.23
-0.038,19.135,7.924,88.0,14.8,33.22
-0.03,19.126,7.921,88.0,14.8,33.25
-0.043,19.12,7.918,88.0,14.8,33.21
-0.061,19.113,7.914,88.0,14.79,33.12
-0.067,19.105,7.911,88.0,14.79,33.13
-0.069,19.098,7.909,88.0,14.79,33.14
-0.046,19.091,7.904,88.0,14.79,33.17
-0.011,19.085,7.896,88.0,14.8,33.21
-0.068,19.078,7.889,88.0,14.8,33.26
0.156,19.073,7.884,88.0,14.79,33.27
-0.047,19.066,7.879,88.0,14.79,33.32
-0.004,19.059,7.87,88.0,14.79,33.35
0.092,19.052,7.874,63.0,14.79,33.41
0.178,19.046,7.869,63.0,14.8,33.47
0.01,19.038,7.866,63.0,14.79,33.54
-0.035,19.033,7.862,63.0,14.79,33.58
-0.029,19.026,7.857,63.0,14.79,33.65
-0.049,19.021,7.854,63.0,14.79,33.59
-0.062,19.014,7.848,63.0,14.79,33.54
-0.065,19.008,7.844,63.0,14.79,33.53
-0.025,19.003,7.839,63.0,14.79,33.5
-0.018,18.996,7.836,63.0,14.79,33.52
-0.03,18.989,7.832,63.0,14.79,33.53
0.133,18.983,7.827,63.0,14.79,33.49
-0.034,18.979,7.822,63.0,14.79,33.45
0.012,18.974,7.819,63.0,14.79,33.41
0.118,18.967,7.814,67.0,14.79,33.38
0.177,18.961,7.812,67.0,14.79,33.38
-0.003,18.956,7.806,67.0,14.77,33.35
-0.03,18.95,7.802,67.0,14.77,33.34
-0.033,18.944,7.797,67.0,14.77,33.33
-0.055,18.939,7.796,67.0,14.77,33.23
-0.061,18.931,7.794,67.0,14.77,33.15
-0.064,18.926,7.787,67.0,14.79,33.14
-0.02,18.921,7.784,67.0,14.77,33.12
-0.015,18.914,7.781,67.0,14.77,33.15
-0.02,18.909,7.777,67.0,14.77,33.16
0.132,18.904,7.774,67.0,14.77,33.16
-0.033,18.897,7.776,67.0,14.77,33.14
0.015,18.893,7.772,67.0,14.77,33.12
0.123,18.887,7.77,95.0,14.77,33.12
0.179,18.882,7.767,95.0,14.77,33.1
-0.001,18.877,7.762,95.0,14.77,33.1
-0.027,18.872,7.76,95.0,14.77,33.08
-0.03,18.867,7.757,95.0,14.77,33.11
-0.049,18.862,7.754,95.0,14.77,33.02
-0.058,18.857,7.751,95.0,14.77,32.94
-0.059,18.852,7.747,95.0,14.77,32.94
0.025,18.847,7.744,95.0,14.77,32.95
-0.072,18.842,7.74,95.0,14.77,32.98
0.171,18.837,7.737,95.0,14.77,33.01
-0.055,18.832,7.732,95.0,14.77,32.99
-0.031,18.827,7.731,95.0,14.77,32.99
0.041,18.822,7.73,95.0,14.77,33.01
0.156,18.817,7.726,68.0,14.77,33.03
0.079,18.812,7.718,68.0,14.77,33.06
-0.05,18.807,7.719,68.0,14.77,33.1
-0.05,18.802,7.72,68.0,14.77,33.18
-0.069,18.797,7.719,68.0,14.77,33.22
-0.085,18.794,7.716,68.0,14.77,33.24
-0.08,18.79,7.715,68.0,14.77,33.34
-0.016,18.785,7.712,68.0,14.77,33.47
-0.112,18.78,7.71,68.0,14.77,33.63
0.153,18.775,7.706,68.0,14.77,33.82
-0.086,18.77,7.704,68.0,14.77,34.03
-0.052,18.765,7.7,68.0,14.77,34.28
0.024,18.76,7.697,72.0,14.77,34.52
0.123,18.755,7.694,72.0,14.77,34.78
0.004,18.751,7.69,72.0,14.77,35.04
-0.071,18.747,7.687,72.0,14.77,35.24
-0.065,18.742,7.684,72.0,14.77,35.49
-0.082,18.737,7.68,72.0,14.77,35.6
-0.069,18.735,7.678,72.0,14.77,35.65
-0.021,18.73,7.674,72.0,14.77,35.71
-0.107,18.725,7.673,72.0,14.77,35.76
0.162,18.72,7.672,72.0,14.77,35.78
-0.074,18.716,7.669,72.0,14.77,35.77
-0.036,18.713,7.668,72.0,14.77,35.7
0.05,18.708,7.665,78.0,14.77,35.63
0.126,18.703,7.663,78.0,14.77,35.57
-0.017,18.698,7.66,78.0,14.77,35.5
-0.059,18.695,7.657,78.0,14.77,35.42
-0.054,18.69,7.654,78.0,14.77,35.39
-0.071,18.685,7.652,78.0,14.77,35.24
-0.077,18.68,7.65,78.0,14.77,35.06
-0.004,18.675,7.648,78.0,14.77,34.99
-0.072,18.673,7.645,78.0,14.77,34.91
0.107,18.668,7.644,78.0,14.77,34.89
-0.027,18.663,7.642,78.0,14.77,34.81
-0.048,18.66,7.639,78.0,14.77,34.7
0.015,18.655,7.637,78.0,14.77,34.62
0.129,18.652,7.634,74.0,14.77,34.51
0.11,18.648,7.633,74.0,14.77,34.4
-0.037,18.644,7.626,74.0,14.77,34.3
-0.034,18.64,7.62,74.0,14.77,34.19
-0.062,18.635,7.615,74.0,14.77,34.07
-0.046,18.632,7.61,74.0,14.77,33.81
-0.052,18.628,7.607,74.0,14.77,33.69
-0.039,18.625,7.604,74.0,14.77,33.6
-0.002,18.622,7.603,74.0,14.77,33.55
-0.063,18.622,7.599,74.0,14.77,33.51
0.159,18.622,7.599,74.0,14.77,33.66
-0.034,18.621,7.597,74.0,14.77,33.78
0.007,18.622,7.597,74.0,14.76,33.17
0.107,18.625,7.597,69.0,14.77,33.37
0.186,18.628,7.594,69.0,14.76,33.57
0.023,18.632,7.584,69.0,14.77,33.32
-0.027,18.635,7.585,69.0,14.77,33.21
-0.032,18.64,7.585,69.0,14.76,33.3
-0.057,18.648,7.582,69.0,14.77,33.15
-0.07,18.653,7.585,69.0,14.77,33.05
-0.075,18.659,7.585,69.0,14.76,32.98
-0.002,18.665,7.585,69.0,14.76,32.86
-0.099,18.67,7.587,69.0,14.76,32.93
0.147,18.675,7.588,69.0,14.76,32.97
-0.083,18.68,7.59,69.0,14.76,33.03
-0.056,18.685,7.59,69.0,14.76,33.16
0.013,18.688,7.59,69.0,14.76,33.33
0.12,18.693,7.59,69.0,14.76,33.59
0.04,18.695,7.59,69.0,14.76,33.94
-0.08,18.7,7.59,69.0,14.76,34.37
-0.077,18.704,7.588,69.0,14.76,34.76
-0.092,18.707,7.59,69.0,14.76,35.06
-0.049,18.709,7.59,69.0,14.76,35.31
-0.084,18.712,7.59,69.0,14.76,35.65
0.003,18.712,7.59,69.0,14.76,35.99
0.043,18.714,7.59,69.0,14.76,36.34
-0.072,18.714,7.59,69.0,14.76,36.61
-0.018,18.714,7.587,69.0,14.76,36.9
0.081,18.715,7.587,81.0,14.76,36.86
0.085,18.715,7.585,81.0,14.76,36.76
-0.058,18.714,7.582,81.0,14.76,36.63
-0.055,18.714,7.586,81.0,14.76,36.52
-0.053,18.714,7.591,81.0,14.76,36.41
-0.069,18.713,7.603,81.0,14.76,36.16
-0.076,18.712,7.62,81.0,14.76,35.98
-0.062,18.709,7.619,81.0,14.76,35.84
-0.002,18.708,7.599,81.0,14.76,35.76
-0.091,18.705,7.578,81.0,14.76,35.68
0.17,18.703,7.566,81.0,14.76,35.51
-0.041,18.702,7.562,81.0,14.76,35.37
0.063,18.699,7.558,81.0,14.76,35.25
0.164,18.697,7.553,81.0,14.75,35.1
0.034,18.694,7.546,81.0,14.76,34.91
-0.037,18.692,7.538,81.0,14.76,34.81
-0.029,18.689,7.533,68.0,14.76,34.66
-0.046,18.685,7.532,68.0,14.75,34.25
-0.06,18.683,7.532,68.0,14.75,33.98
-0.065,18.68,7.531,68.0,14.75,33.86
-0.065,18.678,7.528,68.0,14.75,33.74
-0.004,18.674,7.523,68.0,14.75,33.68
-0.033,18.672,7.516,68.0,14.75,33.61
0.05,18.668,7.51,68.0,14.75,33.55
0.073,18.665,7.499,68.0,14.75,33.48
-0.023,18.662,7.483,68.0,14.75,33.44
0.033,18.658,7.461,68.0,14.75,33.38
0.141,18.653,7.431,68.0,14.75,33.34
0.159,18.648,7.398,68.0,14.75,33.31
-0.013,18.645,7.372,68.0,14.75,33.3
-0.024,18.64,7.347,68.0,14.75,33.28
-0.029,18.638,7.325,68.0,14.75,33.29
-0.047,18.634,7.306,68.0,14.75,33.14
-0.058,18.63,7.291,68.0,14.75,33.1
-0.057,18.628,7.274,68.0,14.75,33.09
-0.061,18.625,7.26,68.0,14.75,33.11
-0.053,18.622,7.251,68.0,14.75,33.14
0.011,18.618,7.241,68.0,14.75,33.14
-0.075,18.613,7.234,68.0,14.75,33.14
0.176,18.611,7.228,68.0,14.75,33.15
-0.055,18.607,7.223,68.0,14.75,33.13
-0.03,18.603,7.218,68.0,14.75,33.14
0.044,18.601,7.213,60.0,14.75,33.27
0.156,18.598,7.209,60.0,14.75,33.34
0.036,18.595,7.209,60.0,14.75,33.48
-0.07,18.593,7.205,60.0,14.75,33.83
-0.069,18.591,7.2,60.0,14.75,34.29
-0.09,18.588,7.198,60.0,14.75,34.53
-0.113,18.586,7.195,60.0,14.75,34.72
-0.123,18.583,7.194,60.0,14.75,34.95
-0.067,18.58,7.192,60.0,14.75,35.22
-0.115,18.576,7.192,60.0,14.75,35.52
0.042,18.573,7.189,60.0,14.75,35.65
-0.043,18.571,7.187,60.0,14.75,35.74
-0.103,18.567,7.187,60.0,14.75,35.86
-0.048,18.563,7.184,60.0,14.75,35.96
0.05,18.558,7.18,69.0,14.75,35.99
0.045,18.556,7.182,69.0,14.75,35.97
-0.098,18.553,7.179,69.0,14.75,35.93
-0.099,18.551,7.179,69.0,14.75,35.81
-0.103,18.547,7.182,69.0,14.75,35.7
-0.116,18.543,7.185,69.0,14.75,35.51
-0.117,18.541,7.208,69.0,14.75,35.37
-0.112,18.536,7.246,69.0,14.75,35.29
-0.035,18.531,7.27,69.0,14.75,35.16
-0.124,18.529,7.287,69.0,14.75,35.14
0.138,18.525,7.298,69.0,14.75,35.02
-0.099,18.521,7.305,69.0,14.75,34.91
-0.065,18.519,7.312,69.0,14.75,34.81
0.011,18.516,7.317,67.0,14.75,34.74
0.116,18.511,7.322,67.0,14.75,34.67
0.017,18.51,7.327,67.0,14.75,34.61
-0.083,18.508,7.332,67.0,14.75,34.56
-0.073,18.505,7.336,67.0,14.75,34.52
-0.089,18.505,7.34,67.0,14.75,34.33
-0.102,18.503,7.344,67.0,14.75,34.13
-0.107,18.503,7.347,67.0,14.75,34.08
-0.103,18.505,7.352,67.0,14.75,34.05
-0.022,18.509,7.354,67.0,14.75,34.05
-0.104,18.514,7.357,67.0,14.75,34.04
0.142,18.52,7.358,67.0,14.75,34.01
-0.082,18.527,7.362,67.0,14.75,33.97
-0.053,18.537,7.364,67.0,14.75,33.94
0.013,18.547,7.369,67.0,14.75,33.89
0.127,18.558,7.373,65.0,14.75,33.88
0.068,18.573,7.379,65.0,14.75,33.88
-0.069,18.588,7.384,65.0,14.75,33.86
-0.06,18.603,7.389,65.0,14.75,33.86
-0.071,18.618,7.394,65.0,14.75,33.84
-0.09,18.634,7.402,65.0,14.75,33.69
-0.093,18.652,7.408,65.0,14.75,33.63
-0.091,18.668,7.414,65.0,14.75,33.62
-0.088,18.685,7.422,65.0,14.75,33.62
-0.01,18.7,7.427,65.0,14.75,33.62
-0.082,18.717,7.435,65.0,14.75,33.62
0.15,18.732,7.442,65.0,14.75,33.61
-0.063,18.747,7.45,65.0,14.75,33.59
-0.037,18.761,7.459,65.0,14.75,33.57
0.029,18.775,7.465,65.0,14.75,33.57
0.147,18.787,7.472,62.0,14.75,33.57
0.113,18.799,7.479,62.0,14.75,33.56
-0.038,18.81,7.485,62.0,14.75,33.56
-0.032,18.82,7.491,62.0,14.75,33.56
-0.041,18.83,7.496,62.0,14.75,33.54
-0.057,18.84,7.501,62.0,14.75,33.42
-0.063,18.849,7.506,62.0,14.75,33.4
-0.068,18.857,7.511,62.0,14.75,33.39
-0.07,18.864,7.517,62.0,14.75,33.4
-0.051,18.87,7.523,62.0,14.75,33.43
-0.005,18.877,7.528,62.0,14.75,33.44
-0.078,18.882,7.533,62.0,14.74,33.47
0.176,18.887,7.537,62.0,14.75,33.51
-0.046,18.892,7.538,62.0,14.75,33.63
-0.008,18.894,7.541,62.0,14.75,33.78
0.077,18.898,7.543,62.0,14.75,33.99
0.167,18.9,7.547,62.0,14.75,34.25
0.012,18.903,7.55,62.0,14.75,34.54
-0.047,18.904,7.552,62.0,14.74,34.81
-0.041,18.905,7.555,60.0,14.75,35.1
-0.058,18.908,7.557,60.0,14.75,35.23
-0.068,18.908,7.557,60.0,14.74,35.34
-0.068,18.908,7.56,60.0,14.74,35.51
-0.042,18.908,7.562,60.0,14.74,35.63
-0.002,18.908,7.562,60.0,14.75,35.76
-0.056,18.906,7.565,60.0,14.75,35.8
0.188,18.905,7.565,60.0,14.74,35.75
-0.032,18.903,7.565,60.0,14.74,35.68
0.009,18.901,7.566,60.0,14.74,35.62
0.101,18.899,7.567,60.0,14.74,35.58
0.171,18.898,7.567,60.0,14.74,35.53
0.01,18.895,7.567,60.0,14.74,35.49
-0.028,18.893,7.568,60.0,14.74,35.45
-0.021,18.889,7.567,66.0,14.74,35.43
-0.042,18.887,7.567,66.0,14.74,35.29
-0.051,18.884,7.567,66.0,14.74,35.17
-0.053,18.879,7.567,66.0,14.74,35.09
-0.052,18.874,7.567,66.0,14.74,35.03
0.003,18.872,7.567,66.0,14.74,34.99
-0.026,18.867,7.567,66.0,14.74,34.95
0.079,18.862,7.566,66.0,14.74,34.85
0.07,18.857,7.565,66.0,14.74,34.76
-0.021,18.852,7.565,66.0,14.74,34.7
0.031,18.847,7.563,66.0,14.74,34.65
0.141,18.842,7.562,66.0,14.74,34.58
0.158,18.831,7.562,66.0,14.74,34.52
-0.011,18.822,7.56,66.0,14.74,34.47
-0.026,18.815,7.56,63.0,14.74,34.39
-0.04,18.809,7.557,63.0,14.74,34.34
-0.046,18.804,7.557,63.0,14.74,34.13
-0.05,18.797,7.556,63.0,14.74,34.04
-0.048,18.79,7.553,63.0,14.74,33.96
0.004,18.785,7.552,63.0,14.74,33.91
-0.013,18.777,7.552,63.0,14.74,33.85
0.054,18.771,7.55,63.0,14.74,33.79
0.098,18.765,7.55,63.0,14.74,33.75
-0.011,18.757,7.547,63.0,14.74,33.71
0.044,18.752,7.547,63.0,14.74,33.67
0.158,18.745,7.545,63.0,14.74,33.65
0.189,18.74,7.543,63.0,14.74,33.61
0.009,18.732,7.54,63.0,14.74,33.61
-0.004,18.727,7.54,63.0,14.74,33.58
-0.004,18.72,7.537,66.0,14.74,33.58
-0.022,18.714,7.536,66.0,14.74,33.44
-0.031,18.708,7.533,66.0,14.74,33.37
-0.035,18.701,7.531,66.0,14.74,33.36
-0.033,18.695,7.53,66.0,14.74,33.36
0.009,18.69,7.527,66.0,14.74,33.35
0.012,18.683,7.525,66.0,14.74,33.37
0.022,18.678,7.522,66.0,14.74,33.34
0.157,18.673,7.52,66.0,14.74,33.32
-0.001,18.665,7.517,66.0,14.74,33.33
0.046,18.66,7.516,66.0,14.74,33.32
0.156,18.654,7.513,66.0,14.72,33.32
0.208,18.648,7.512,66.0,14.72,33.31
0.02,18.643,7.51,66.0,14.72,33.32
-0.009,18.638,7.508,66.0,14.72,33.31
-0.007,18.631,7.506,61.0,14.74,33.34
-0.026,18.626,7.504,61.0,14.74,33.26
-0.037,18.621,7.501,61.0,14.72,33.23
-0.04,18.616,7.498,61.0,14.72,33.27
-0.043,18.611,7.495,61.0,14.72,33.29
-0.025,18.604,7.493,61.0,14.72,33.35
0.026,18.598,7.489,61.0,14.72,33.39
-0.053,18.593,7.485,61.0,14.72,33.43
0.206,18.588,7.483,61.0,14.72,33.44
-0.015,18.583,7.479,61.0,14.72,33.49
0.021,18.578,7.476,61.0,14.72,33.54
0.112,18.571,7.474,61.0,14.72,33.56
0.212,18.566,7.469,61.0,14.72,33.59
0.059,18.561,7.466,61.0,14.72,33.6
-0.011,18.556,7.464,61.0,14.72,33.59
-0.002,18.551,7.459,60.0,14.72,33.6
-0.019,18.546,7.458,60.0,14.72,33.55
-0.033,18.541,7.454,60.0,14.72,33.49
-0.037,18.538,7.451,60.0,14.72,33.49
-0.037,18.534,7.448,60.0,14.72,33.48
-0.011,18.529,7.444,60.0,14.72,33.49
0.025,18.524,7.441,60.0,14.72,33.49
-0.035,18.52,7.438,60.0,14.72,33.49
0.198,18.516,7.434,60.0,14.72,33.48
-0.011,18.511,7.431,60.0,14.72,33.48
0.029,18.506,7.429,60.0,14.72,33.47
0.127,18.504,7.425,60.0,14.72,33.47
0.212,18.499,7.422,60.0,14.72,33.45
0.04,18.496,7.419,60.0,14.72,33.47
-0.01,18.491,7.416,60.0,14.72,33.45
-0.003,18.486,7.413,62.0,14.72,33.49
-0.022,18.484,7.411,62.0,14.72,33.41
-0.033,18.479,7.407,62.0,14.72,33.37
-0.038,18.474,7.404,62.0,14.72,33.38
-0.042,18.471,7.402,62.0,14.72,33.38
-0.023,18.466,7.398,62.0,14.72,33.41
0.021,18.461,7.394,62.0,14.72,33.43
-0.051,18.459,7.392,62.0,14.72,33.47
0.205,18.454,7.388,62.0,14.72,33.55
-0.026,18.449,7.387,62.0,14.72,33.78
0.008,18.446,7.383,62.0,14.72,34.1
0.09,18.442,7.381,62.0,14.72,34.49
0.184,18.438,7.377,62.0,14.72,34.88
0.026,18.434,7.374,62.0,14.72,35.31
-0.034,18.429,7.371,62.0,14.72,35.71
-0.027,18.426,7.369,62.0,14.72,36.13
-0.042,18.422,7.366,62.0,14.72,36.45
-0.052,18.418,7.363,62.0,14.72,36.72
-0.041,18.414,7.361,62.0,14.72,37.07
0.016,18.409,7.358,62.0,14.72,37.34
-0.066,18.407,7.354,62.0,14.72,37.57
0.222,18.402,7.352,62.0,14.72,37.69
-0.03,18.399,7.349,62.0,14.72,37.72
0.005,18.394,7.347,62.0,14.72,37.67
0.08,18.392,7.343,70.0,14.72,37.55
0.177,18.387,7.341,70.0,14.72,37.39
0.042,18.384,7.337,70.0,14.72,37.25
-0.028,18.379,7.336,70.0,14.72,37.08
-0.017,18.377,7.333,70.0,14.72,36.95
-0.028,18.372,7.331,70.0,14.72,36.71
-0.035,18.367,7.33,70.0,14.72,36.44
-0.039,18.364,7.327,70.0,14.72,36.26
-0.027,18.36,7.325,70.0,14.72,36.06
0.034,18.357,7.321,70.0,14.72,35.91
-0.055,18.352,7.32,70.0,14.72,35.75
0.21,18.35,7.316,70.0,14.71,35.56
-0.025,18.346,7.315,70.0,14.71,35.37
0.008,18.342,7.311,70.0,14.72,35.19
0.09,18.339,7.309,65.0,14.72,35.02
0.196,18.336,7.306,65.0,14.71,34.88
0.062,18.334,7.304,65.0,14.71,34.75
-0.02,18.331,7.3,65.0,14.72,34.6
0.0,18.331,7.297,65.0,14.72,34.5
-0.005,18.33,7.294,65.0,14.72,34.27
-0.014,18.329,7.29,65.0,14.71,34.03
-0.014,18.329,7.282,65.0,14.72,33.97
-0.01,18.329,7.275,65.0,14.71,34.02
0.013,18.331,7.27,65.0,14.71,34.02
0.061,18.332,7.265,65.0,14.71,33.92
-0.02,18.336,7.262,65.0,14.71,33.88
0.233,18.34,7.26,65.0,14.71,33.87
0.02,18.345,7.259,65.0,14.71,33.83
0.056,18.352,7.259,65.0,14.71,33.76
0.153,18.358,7.257,65.0,14.71,33.67
0.253,18.368,7.259,65.0,14.71,33.61
0.088,18.378,7.253,65.0,14.71,33.55
0.01,18.39,7.241,65.0,14.71,33.53
0.013,18.402,7.237,62.0,14.71,33.5
-0.012,18.415,7.25,62.0,14.71,33.32
-0.037,18.432,7.282,62.0,14.71,33.15
-0.051,18.446,7.301,62.0,14.71,33.1
-0.057,18.46,7.311,62.0,14.71,33.03
-0.032,18.471,7.321,62.0,14.71,32.86
-0.047,18.486,7.327,62.0,14.71,32.86
-0.017,18.501,7.332,62.0,14.71,33.05
0.079,18.515,7.327,62.0,14.71,33.22
-0.077,18.529,7.326,62.0,14.71,33.31
-0.038,18.543,7.333,62.0,14.71,33.52
0.067,18.556,7.336,63.0,14.71,33.91
0.11,18.569,7.336,63.0,14.71,34.29
-0.064,18.581,7.337,63.0,14.71,34.51
-0.091,18.593,7.339,63.0,14.71,34.74
-0.095,18.604,7.344,63.0,14.71,35.24
-0.107,18.616,7.347,63.0,14.71,35.65
-0.105,18.624,7.349,63.0,14.71,35.98
-0.024,18.634,7.352,63.0,14.71,36.23
-0.087,18.644,7.357,63.0,14.71,36.46
0.152,18.651,7.363,63.0,14.71,36.73
-0.035,18.659,7.369,63.0,14.71,37.02
-0.029,18.666,7.377,63.0,14.71,37.02
0.032,18.675,7.383,63.0,14.71,37.02
0.156,18.68,7.392,73.0,14.71,36.98
0.108,18.685,7.394,73.0,14.71,36.78
-0.03,18.69,7.403,73.0,14.71,36.52
-0.024,18.695,7.414,73.0,14.71,36.51
-0.029,18.698,7.422,73.0,14.71,36.42
-0.04,18.7,7.426,73.0,14.71,36.17
-0.043,18.703,7.432,73.0,14.71,35.77
-0.006,18.704,7.441,73.0,14.71,35.37
0.019,18.707,7.446,73.0,14.71,35.18
-0.023,18.708,7.455,73.0,14.71,35.07
0.195,18.709,7.466,73.0,14.71,34.93
-0.005,18.709,7.475,73.0,14.71,34.73
0.04,18.709,7.48,73.0,14.71,34.61
0.144,18.708,7.485,68.0,14.71,34.53
0.21,18.707,7.49,68.0,14.71,34.46
0.035,18.707,7.494,68.0,14.71,34.37
-0.003,18.704,7.493,68.0,14.71,34.23
0.0,18.703,7.486,68.0,14.71,34.1
-0.026,18.7,7.485,68.0,14.71,33.81
-0.035,18.697,7.483,68.0,14.71,33.62
-0.043,18.694,7.481,68.0,14.7,33.59
-0.05,18.69,7.48,68.0,14.71,33.37
0.013,18.688,7.48,68.0,14.71,33.18
-0.063,18.684,7.48,68.0,14.71,33.15
0.155,18.682,7.48,68.0,14.71,33.08
-0.064,18.679,7.48,68.0,14.7,32.97
-0.063,18.677,7.48,68.0,14.7,33.0
-0.018,18.674,7.483,68.0,14.71,33.0
0.088,18.672,7.485,89.0,14.71,32.94
0.045,18.67,7.486,89.0,14.7,32.97
-0.11,18.669,7.49,89.0,14.7,33.12
-0.11,18.665,7.494,89.0,14.7,33.25
-0.119,18.664,7.498,89.0,14.7,33.36
-0.137,18.662,7.5,89.0,14.7,33.34
-0.141,18.659,7.5,89.0,14.7,33.33
-0.141,18.659,7.503,89.0,14.7,33.39
-0.103,18.659,7.503,89.0,14.7,33.54
-0.087,18.659,7.504,89.0,14.7,33.77
-0.114,18.662,7.505,89.0,14.7,34.05
0.096,18.665,7.505,89.0,14.7,34.24
-0.1,18.667,7.508,89.0,14.7,34.35
-0.03,18.67,7.509,89.0,14.7,34.36
0.106,18.673,7.51,64.0,14.7,34.38
0.102,18.677,7.51,64.0,14.7,34.36
-0.058,18.68,7.512,64.0,14.7,34.39
-0.09,18.685,7.515,64.0,14.7,34.33
-0.077,18.689,7.516,64.0,14.7,34.3
-0.094,18.696,7.518,64.0,14.7,34.2
-0.103,18.704,7.52,64.0,14.7,34.19
-0.106,18.708,7.522,64.0,14.7,34.12
-0.108,18.712,7.522,64.0,14.7,34.08
-0.103,18.715,7.525,64.0,14.7,34.05
-0.067,18.719,7.525,64.0,14.7,34.05
-0.053,18.722,7.525,64.0,14.7,34.03
-0.081,18.725,7.525,64.0,14.7,34.06
0.127,18.726,7.527,64.0,14.7,34.04
-0.065,18.729,7.528,64.0,14.7,33.93
-0.024,18.731,7.53,64.0,14.7,33.91
0.072,18.732,7.531,57.0,14.7,33.94
0.142,18.734,7.532,57.0,14.7,33.92
-0.015,18.736,7.532,57.0,14.7,33.95
-0.063,18.736,7.533,57.0,14.7,33.97
-0.048,18.736,7.535,57.0,14.7,33.91
-0.06,18.737,7.532,57.0,14.7,33.73
-0.065,18.74,7.532,57.0,14.7,33.68
-0.061,18.745,7.532,57.0,14.7,33.72
-0.05,18.749,7.532,57.0,14.7,33.74
-0.046,18.752,7.535,57.0,14.7,33.73
-0.027,18.756,7.536,57.0,14.7,33.81
0.035,18.76,7.538,57.0,14.7,34.07
-0.046,18.765,7.54,57.0,14.7,34.37
0.212,18.77,7.54,57.0,14.7,34.5
-0.004,18.775,7.542,57.0,14.7,34.65
0.023,18.779,7.542,78.0,14.7,34.9
0.104,18.782,7.542,78.0,14.7,34.93
0.227,18.785,7.542,78.0,14.7,34.97
0.122,18.79,7.542,78.0,14.7,35.13
0.0,18.792,7.545,78.0,14.7,35.19
0.006,18.797,7.547,78.0,14.7,35.19
-0.012,18.8,7.548,78.0,14.7,35.16
-0.035,18.802,7.547,78.0,14.7,35.16
-0.054,18.806,7.547,78.0,14.7,35.14
-0.05,18.808,7.547,78.0,14.7,35.13
-0.03,18.809,7.548,78.0,14.7,35.21
0.031,18.811,7.551,78.0,14.7,35.36
0.109,18.813,7.552,78.0,14.7,35.62
0.109,18.813,7.552,78.0,14.7,35.95
0.335,18.816,7.556,78.0,14.7,36.33
0.122,18.818,7.558,78.0,14.7,36.85
0.155,18.818,7.561,78.0,14.7,37.19
0.267,18.818,7.563,78.0,14.7,37.48
0.363,18.818,7.567,78.0,14.7,37.71
0.218,18.817,7.568,78.0,14.7,38.0
0.185,18.816,7.571,78.0,14.7,38.36
0.194,18.814,7.573,78.0,14.7,38.71
0.185,18.809,7.575,78.0,14.7,38.87
0.186,18.804,7.575,78.0,14.7,38.96
0.195,18.797,7.573,78.0,14.7,39.11
0.227,18.792,7.575,78.0,14.7,39.12
0.255,18.787,7.572,78.0,14.7,39.11
0.226,18.782,7.572,78.0,14.7,39.12
0.448,18.777,7.572,78.0,14.7,39.07
0.249,18.774,7.572,78.0,14.7,39.02
0.297,18.775,7.572,78.0,14.7,38.95
0.39,18.792,7.572,78.0,14.7,38.93
0.457,18.82,7.572,78.0,14.7,38.97
0.287,18.842,7.578,78.0,14.7,39.02
0.257,18.853,7.583,78.0,14.7,39.02
0.256,18.865,7.587,78.0,14.7,39.11
0.239,18.878,7.587,78.0,14.7,39.09
0.225,18.884,7.586,78.0,14.7,39.04
0.223,18.892,7.585,78.0,14.7,39.02
0.227,18.896,7.582,78.0,14.7,38.98
0.284,18.902,7.582,78.0,14.7,39.03
0.19,18.907,7.582,78.0,14.7,39.02
0.442,18.914,7.58,78.0,14.7,38.95
0.206,18.916,7.58,78.0,14.7,38.96
0.229,18.925,7.585,78.0,14.7,38.94
0.296,18.938,7.579,78.0,14.7,38.86
0.407,18.969,7.567,78.0,14.7,38.65
0.307,19.012,7.548,78.0,14.69,38.54
0.219,19.043,7.538,78.0,14.69,38.45
0.181,19.064,7.536,78.0,14.69,38.38
0.141,19.073,7.533,78.0,14.69,38.48
0.16,19.068,7.531,78.0,14.69,39.39
0.102,19.068,7.526,78.0,14.7,40.88
0.117,19.113,7.526,78.0,14.69,41.64
0.129,19.143,7.525,78.0,14.69,40.63
0.023,19.161,7.529,78.0,14.69,38.05
0.224,19.172,7.537,78.0,14.69,34.74
-0.024,19.144,7.536,78.0,14.69,32.19
0.001,19.085,7.528,78.0,14.69,30.71
0.118,19.032,7.527,78.0,14.69,30.47
0.242,18.986,7.531,78.0,14.69,31.09
